PSA_ID,Domain,English,Ekegusii
AGR_00234,Agriculture,COMESA warns sorghum farmers in Kisumu County of pest outbreaks and recommends timely intervention.,Ekeombe kia COMESA nigo kiorokire abaremi bamasoya aaria Kisumu County igoro yoboremo bweminyamunyamu na gokorania okobwaterana okwangu.
AGR_00235,Agriculture,KTDA warns beans farmers in Mombasa County of pest outbreaks and recommends timely intervention.,KTDA neegoteba ababereki b'ebihingwa ase Mombasa County igoro y'ebinyamwamu na gochi gokwana buna nigo bagwenerete gokora omoroberio omuya chingaki.
AGR_00236,Agriculture,KEPHIS urges cassava growers in Lamu County to apply recommended fertiliser rates before the rains to improve yields this season.,KEPHIS eragete abaremi b'emiyugwa ase Lamu County gosekeria chifutira chiremererwe mbere y'emvura erio gokinia rigesa ase omotienyi §MONTH0§ §YEAR0§.
AGR_00237,Agriculture,Agriculture and Food Authority (AFA) urges beans growers in Embu County to apply recommended fertiliser rates before the rains to improve yields this season.,Ekeombe kioborimi nebiokuria (AFA) kiabooririe abanyamwaka b'ebihingwa bia chimboco aaria Embu County konyora chifetira chio oborimi mbere y'omvura konyora gochia amachera amange omotienyi ogwo §MONTH0§ §YEAR0§.
AGR_00238,Agriculture,Ministry of Agriculture and Livestock Development advises farmers in Kwale County to adopt certified drought-resistant seed varieties ahead of the May planting season.,Eminisitiri yoboremi na oboreri bwemechara ekoragera abaremi ba Kwale County gochia ase ogokora chimbegu chire chire chigwate obokonyo bwa ogotanga amang'ana amange gochia ase omwaka ogokora omotienyi 5.
AGR_00239,Agriculture,KEPHIS warns beans farmers in Migori County of pest outbreaks and recommends timely intervention.,KEPHIS nigo egochengerete abaremi b'ebihingwa bia chimboco ase Migori County ase oborendi bwa chinyamuchira na gokana gokorwa ase ogotebigwa ase rituko ria tene.
AGR_00240,Agriculture,Notice: Kenya Plant Health Inspectorate Service will distribute certified sweet potatoes seed to farmers in Wajir County this July.,
AGR_00241,Agriculture,Ministry of Agriculture and Livestock Development urges cassava growers in Kisii County to control fall armyworm early using approved pesticides to improve yields this season.,Obonchari bwe Oboremi na Obotugi bwe Etugo nigo bogosaba abaremi bwe emyogo ase Kisii County gokonya gokora obokoreri bwo gotanga ebirore biachisigari mbere na mbere gokoresia chidawa chire ekerekeire erio gokinia ebirio ase omwaka oyo.
AGR_00242,Agriculture,Kenya Dairy Board urges coffee growers in Embu County to practice crop rotation to restore soil fertility to improve yields this season.,Ekeombe gia Kenya Dairy Board nigo korigia abaremi b'ebikawa ase Embu County goikera oboremi bw'okogenderera gokonyora ebitoke nigo bikaigwa ase obotobu bweriroba nigo bikaigwa goikerania ebitoke biabo ase §MONTH0§ §YEAR0§.
AGR_00243,Agriculture,COMESA advises farmers in Nakuru County to practice crop rotation to restore soil fertility ahead of the January planting season.,COMESA egokana abaremi ase Ekaunti ya Nakuru gokora obochanchani bw'ebimeri nigo barete obonyinge bw'amataka mbere y'omwaka bwa omotienyi 1.
AGR_00244,Agriculture,Notice: Kenya Dairy Board will distribute certified tea seed to farmers in Kwale County this May.,Omonwa: Ekeombe gia Kenya Dairy Board nigo kiragabie chimbegu chia chai chiri na obwate ase abaremi ba Kwale County omwaka o omotienyi 5.
AGR_00245,Agriculture,FAO urges rice growers in Garissa County to control fall armyworm early using approved pesticides to improve yields this season.,Ekeombe kia FAO nigo kigocha abaremi b'omchele ase Garissa County goikera amanga gochora ebinyonyi bia fall armyworm goetera amariogo ayarenetwe erio konyora oboremi obuya ase §MONTH0§ §YEAR0§.
AGR_00246,Agriculture,Ministry of Agriculture and Livestock Development urges tea growers in Samburu County to adopt certified drought-resistant seed varieties to improve yields this season.,Obonchi bwa Oboremi na Oboreri bw'Ebitungo nigo bogoteba abanyamwaka b'echayi ase Samburu County gosegeta gochia chimbegu chio'oboremi chitarerete obworo na chire na chetifiiketi nigo chire ebitari bi'okorageria ebitwero ase omotienyi oyo.
AGR_00247,Agriculture,Agriculture and Food Authority (AFA) urges beans growers in Kericho County to apply recommended fertiliser rates before the rains to improve yields this season.,Ekeombe kioborimi nebiokuria (AFA) kiabooririe abanyamwaka b'ebihingwa bia chimboco aaria Kericho County konyora chifetira chio oborimi mbere y'omvura konyora gochia amachera amange omotienyi ogwo §MONTH0§ §YEAR0§.
AGR_00248,Agriculture,Kenya Plant Health Inspectorate Service advises farmers in Samburu County to control fall armyworm early using approved pesticides ahead of the December planting season.,
AGR_00249,Agriculture,AFA warns sweet potatoes farmers in Laikipia County of pest outbreaks and recommends timely intervention.,AFA eragorete abaremi bwebitumbri ase Laikipia County igoro yechinyamuchera chiobonge na gochora okobua obokonyi ase engaki eyio.
AGR_00250,Agriculture,Notice: FAO will distribute certified millet seed to farmers in Nyamira County this August.,Eriango: FAO egokaba chimbeyo chia obori chiri na ebitabu ase abaremi ba Ekaunti ya Nyamira ase omotienyi 8 oyo.
AGR_00251,Agriculture,KALRO urges sorghum growers in Mombasa County to adopt certified drought-resistant seed varieties to improve yields this season.,KALRO nigo erure ogokurera abanyabireti bamasaka aaria Mombasa County gosegeta chimbegu chiomwaka chire chire chigokora buya ase ogokora amakungu nigo gokong'ia ebiara ase omwaka oyu.
AGR_00252,Agriculture,KALRO urges tea growers in Narok County to control fall armyworm early using approved pesticides to improve yields this season.,Ekeombe kia KALRO kigobaganiria abaremi b'echayi ase ekaonti ya Narok konyora oboremi bwa ebinyoni bia fall armyworm kare goetera gokoresia emiti yoborwari eemeneretwe erio konyora omwaka omwega ase §MONTH0§ §YEAR0§.
AGR_00253,Agriculture,FAO urges maize growers in Kisumu County to control fall armyworm early using approved pesticides to improve yields this season.,FAO erorete abaremi b'ebigori ase Kisumu County korora oboremi bwa fall armyworm kare goetera gokoresia emiti yoborwari eyetigirwe nigo ekonyora omwaka oyu.
AGR_00254,Agriculture,KTDA advises farmers in Kajiado County to apply recommended fertiliser rates before the rains ahead of the August planting season.,KTDA egoteba abanyamwaka ba Kajiado County gosekeria chigero chiembori chiremererwe mbere yomura goika ase omotienyi bwa omotienyi 8 bwo gokuna.
AGR_00255,Agriculture,Agriculture and Food Authority (AFA) urges cassava growers in Isiolo County to control fall armyworm early using approved pesticides to improve yields this season.,Ekeombe kia Agriculture and Food Authority (AFA) nigo korigiriria abanyamwaka bagoimera emyogo ase Isiolo County gotanga ebisasani bia fall armyworm kare goetera emiti yokobeta obwarwaire erio kogesa ebirio biingyi omwaka oye.
AGR_00256,Agriculture,KALRO urges beans growers in Migori County to apply recommended fertiliser rates before the rains to improve yields this season.,KALRO eragete abaremi b'ebiharage ase Migori County konyora gochia chifetira chire na amagenderero mbere y'omura erio gokong'ia ebirio ase omwaka bwa §YEAR0§.
AGR_00257,Agriculture,Kenya Plant Health Inspectorate Service urges coffee growers in Machakos County to apply recommended fertiliser rates before the rains to improve yields this season.,Ekampuni y'okorora obororo bw'ebimera ase Kenya (KEPHIS) nigo esabire abanyamwaka b'emwanyi ase Machakos County konyora chibesa chio gokora chifutira chire ebirogo biaye mbere y'omvura erio konyara konyora ebiara binene ase §MONTH0§ §YEAR0§.
AGR_00258,Agriculture,Ministry of Agriculture and Livestock Development urges millet growers in Kirinyaga County to control fall armyworm early using approved pesticides to improve yields this season.,Obotunwa bwa Oboremi na Oboreri bwa Enyama nigo bosabire abaremi b'obori ase Kirinyaga County gokonya gokora ebinyonyi bia fall armyworm kare na gosemeria emiti y'oborwari eyaerirwe erio gokonyora ebisero biamabeere ase omwaka oyu.
AGR_00259,Agriculture,NCPB urges beans growers in Nyamira County to adopt certified drought-resistant seed varieties to improve yields this season.,NCPB eragete abaremi bwechingoko ase Nyamira County gochia gotumia embusuro eria yancheire erio kogumia chinchoko chitarigwa na ombura erio konyora ebisero biange ase omotienyi ogwo.
AGR_00260,Agriculture,KEPHIS warns rice farmers in Mandera County of pest outbreaks and recommends timely intervention.,KEPHIS nigo egaburire abanyamwaka b'omwera ase Mandera County igoro y'amarwaire amabe na gochika okobwaterana kera engaki.
AGR_00261,Agriculture,Kenya Plant Health Inspectorate Service advises farmers in Nakuru County to practice crop rotation to restore soil fertility ahead of the June planting season.,Ekeombe gia Kenya Plant Health Inspectorate Service kigoigwera abaremi ase Nakuru County koba nenchera yogoikera ebitoke biange ase egesaku kio oboremi erio gokora obwong'aini bwegetaka mbere y'omwaka bwo omotienyi 6 bwo ogotanda.
AGR_00262,Agriculture,KTDA advises farmers in Kajiado County to control fall armyworm early using approved pesticides ahead of the December planting season.,KTDA egokonya abaremi ba Kajiado County gotanga ebisasani bia fall armyworm kare na kare goetera okonyora ebitiba ebiarokirwe mbere yechingaki chiokomera chia omotienyi 12 §YEAR0§.
AGR_00263,Agriculture,Pest Control Products Board advises farmers in Laikipia County to control fall armyworm early using approved pesticides ahead of the January planting season.,"Ekeombe kioborigereria ebitirigwa biogotanga ebitu (Pest Control Products Board) nigo korigiriria abaremi ba Laikipia County gotanga ebitu biogotebia ebitoki (fall armyworm) kare na kare, bagetumia ebitirigwa biogotanga ebitu biachachirwe, mbere yechincheri chiogotanda ebitoki chia omotienyi 1."
AGR_00264,Agriculture,FAO urges beans growers in Kisii County to adopt certified drought-resistant seed varieties to improve yields this season.,FAO eragire abanyabirigwa b'ebihingwa bia chimboco ase Kisii County kobwatia chimbegu chire chigwete ebitaratari chigwete oboremo bwa chimbura nigo konyara konyora ebitwero binene ase omwaka ogwo §MONTH0§ §YEAR0§.
AGR_00265,Agriculture,Agriculture and Food Authority (AFA) advises farmers in Homa Bay County to practice crop rotation to restore soil fertility ahead of the June planting season.,Egetengo gia Oboremi na Erio (AFA) nigo korigia abaremi ase Homa Bay County gokora ogotindania chinchera chiokorima chinchera chio okorima ebirio ebitari bimo erio gokora emegondo ebe ne chinyeni mbere yomwaka omotienyi 6 ogotang'a okorima.
AGR_00266,Agriculture,FAO urges beans growers in Machakos County to adopt certified drought-resistant seed varieties to improve yields this season.,FAO eragire abanyabirigwa b'ebihingwa bia chimboco ase Machakos County kobwatia chimbegu chire chigwete ebitaratari chigwete oboremo bwa chimbura nigo konyara konyora ebitwero binene ase omwaka ogwo §MONTH0§ §YEAR0§.
AGR_00267,Agriculture,KALRO warns millet farmers in Kakamega County of pest outbreaks and recommends timely intervention.,"KALRO egokonya abanyamwaka b'emwere aaria ekaonti ya Kakamega igoro y'ebinyamwamu ebiakwancha, na korigia okobua obokonyi chingaki."
AGR_00268,Agriculture,COMESA urges wheat growers in Kericho County to control fall armyworm early using approved pesticides to improve yields this season.,Ekeombe kia COMESA kigosaba abanyabirime b'engano ase Kericho County korora buna barwanyi ebinyonyi bia fall armyworm kare goetera gokoresia dawa chiremerwe na chieserikari erio konyora ebirigwa biange omwaka ogu.
AGR_00269,Agriculture,KALRO urges rice growers in Homa Bay County to practice crop rotation to restore soil fertility to improve yields this season.,KALRO egokera abaremi b'omocheere ase Homa Bay County gochia gokora oboremi bw'okochaka ebimeri binde erio gochera obwate bwe'taka erio gochia gokonya oboremi bwo'konyara chingencho chinyinge ase omwaka ogwo §MONTH0§ §YEAR0§.
AGR_00270,Agriculture,FAO advises farmers in Kilifi County to apply recommended fertiliser rates before the rains ahead of the April planting season.,FAO eborigwe abaremi ime yekaunti ya Kilifi konyora chibesa chio oboremi chio ogotara chio obokongoria mbere yembura gochakera chinsa chio ogosimeka chio omotienyi 4 §YEAR0§.
AGR_00271,Agriculture,Agriculture and Food Authority (AFA) warns coffee farmers in Mandera County of pest outbreaks and recommends timely intervention.,Ekeombe kioborimi nechiobi (AFA) nigo korigia abarima bakaawa ase Mandera County igoro yechindui chiebisia na korigia abarima gochia ase ogotaboka amang'ana aya nigo konyare goika.
AGR_00272,Agriculture,Kenya Dairy Board advises farmers in Tana River County to adopt certified drought-resistant seed varieties ahead of the September planting season.,
AGR_00273,Agriculture,FAO advises farmers in Homa Bay County to adopt certified drought-resistant seed varieties ahead of the May planting season.,
AGR_00274,Agriculture,Notice: KEPHIS will distribute certified tea seed to farmers in Murang'a County this April.,Eritangazo: KEPHIS eragabanie chimbegu chiachai chiekeretifike ase abaeremi ba Murang'a County omotienyi ogwo omotienyi 4.
AGR_00275,Agriculture,NCPB warns tea farmers in Homa Bay County of pest outbreaks and recommends timely intervention.,NCPB eroririe abaremi b'echaa ase Homa Bay County igoro y'ebinyamwamu na kobasaba okorua amang'ana ase chingaki.
AGR_00276,Agriculture,NCPB urges coffee growers in Garissa County to adopt certified drought-resistant seed varieties to improve yields this season.,NCPB eragete abaremi b'emwanyi ase Garissa County gochia ase ogokoresia chimbegu ch'emwanyi chiria chire gokora na obokoro bwa amache gochia ase ogokonyora ebitoki biange omwaka oyu §YEAR0§.
AGR_00277,Agriculture,COMESA warns sorghum farmers in Mandera County of pest outbreaks and recommends timely intervention.,Ekeombe kia COMESA nigo kiorokire abaremi bamasoya aaria Mandera County igoro yoboremo bweminyamunyamu na gokorania okobwaterana okwangu.
AGR_00278,Agriculture,Kenya Plant Health Inspectorate Service advises farmers in Narok County to apply recommended fertiliser rates before the rains ahead of the February planting season.,Ekeigo kia (Kenya Plant Health Inspectorate Service) nigo kiorokire abaremi ba Narok County gochia ase ogotumia obobori oboigirwe mbere yomura gochia ase egeita kia omotienyi 2 kia ogotanda.
AGR_00279,Agriculture,COMESA warns sweet potatoes farmers in Uasin Gishu County of pest outbreaks and recommends timely intervention.,COMESA egoteba abaremi b'ebiteti ase Uasin Gishu County igoro y'oborwaire bw'ebinyamuchira na gokana okorwaire obo konyorwa obonyamokonyo bwa bwango.
AGR_00280,Agriculture,Agriculture and Food Authority (AFA) warns coffee farmers in Uasin Gishu County of pest outbreaks and recommends timely intervention.,Ekeombe kioborimi nechiobi (AFA) nigo korigia abarima bakaawa ase Uasin Gishu County igoro yechindui chiebisia na korigia abarima gochia ase ogotaboka amang'ana aya nigo konyare goika.
AGR_00281,Agriculture,Kenya Dairy Board advises farmers in Trans Nzoia County to apply recommended fertiliser rates before the rains ahead of the January planting season.,Kenya Dairy Board egokora abaremi ba Trans Nzoia County goetera chibesa chio oboremi chio obonywanyi bwa chimbura mbere ya omotienyi 1 ya goaka chimbura.
AGR_00282,Agriculture,Notice: Pest Control Products Board will distribute certified millet seed to farmers in Nandi County this October.,Egechara: Ebiombe biokorora chibimeri chioborogi (Pest Control Products Board) nigo egokaba imbeu chio obwoba chio obworemi ase abaremi ba Nandi County ase omotienyi 10.
AGR_00283,Agriculture,Kenya Plant Health Inspectorate Service warns coffee farmers in Busia County of pest outbreaks and recommends timely intervention.,"Ekeombe keria gekeorora obuya bwemete (KEPHIS) nigo kigokonya abaremi bakaawa ase Busia County igoro yoborwari bwebinyoni na chindui, na koboria abaremi goikera amariogo ase obwango."
AGR_00284,Agriculture,NCPB warns cassava farmers in Bungoma County of pest outbreaks and recommends timely intervention.,Ekambani ya NCPB nigo erotebia abanyamwaka b'emiyuguti ase Bungoma County igoro y'ebinyamunyama biokonyora chimboga na gobasaba koba n'ogokonya kwa hano.
AGR_00285,Agriculture,KALRO urges maize growers in Elgeyo-Marakwet County to practice crop rotation to restore soil fertility to improve yields this season.,KALRO eragete abanyamwaka b'ebigori ase Elgeyo-Marakwet County korora okoruhia chinchera chiokorima chio gochera okoruhia ebirime erio gokora riroba riabe riaya na gokora ebirime biange ase omwaka oyu.
AGR_00286,Agriculture,FAO advises farmers in Taita-Taveta County to apply recommended fertiliser rates before the rains ahead of the December planting season.,FAO eborigwe abaremi ime yekaunti ya Taita-Taveta konyora chibesa chio oboremi chio ogotara chio obokongoria mbere yembura gochakera chinsa chio ogosimeka chio omotienyi 12 §YEAR0§.
AGR_00287,Agriculture,Kenya Dairy Board advises farmers in Nyandarua County to control fall armyworm early using approved pesticides ahead of the July planting season.,Ekeombe gia Kenya Dairy Board gokorera abanyamwaka ase Nyandarua County konyora engero yokomanya oborwaria bw'ebinyamwaka (fall armyworm) kare n'okogenderera gokoresia chidawa chireng'anirie mbere y'omwaka §YEAR0§ na omotienyi 7.
AGR_00288,Agriculture,COMESA urges wheat growers in Kiambu County to control fall armyworm early using approved pesticides to improve yields this season.,Ekeombe kia COMESA kigosaba abanyabirime b'engano ase Kiambu County korora buna barwanyi ebinyonyi bia fall armyworm kare goetera gokoresia dawa chiremerwe na chieserikari erio konyora ebirigwa biange omwaka ogu.
AGR_00289,Agriculture,Notice: Kenya Plant Health Inspectorate Service will distribute certified coffee seed to farmers in Narok County this August.,Okomenya: Ekeombe gia Kenya Plant Health Inspectorate Service kigocha kogaba chimbegu chiachai chiekeranirwe ase abaremi ba Narok County ase omotienyi 8 eye.
AGR_00290,Agriculture,Kenya Plant Health Inspectorate Service warns tea farmers in Kiambu County of pest outbreaks and recommends timely intervention.,Ekeombe keria getegeire oborimi bwa chinchai (KEPHIS) nkoririe abarima ba chinchai ase Kiambu County koba maiso ase chindwari chie chinchai na gobagwata omoboko gokorera amang'ana aya nigo.
AGR_00291,Agriculture,Notice: FAO will distribute certified beans seed to farmers in Kajiado County this October.,Ekeombe gia FAO kigocha gokabania embeo yebinji eya obwate obwanchoni ase abanyamwaka ba Kajiado County ase omotienyi 10.
AGR_00292,Agriculture,Notice: COMESA will distribute certified cassava seed to farmers in Nyandarua County this May.,Omonwa: COMESA egokabania embeo chinsongo chie emiogo chire n'ebitibwa ase abaremi ba Nyandarua County ase omotienyi 5.
AGR_00293,Agriculture,Kenya Dairy Board warns rice farmers in Murang'a County of pest outbreaks and recommends timely intervention.,Eriogi ria amaguta ya Kenya (Kenya Dairy Board) rigocha amagenderero abanyamwaka b'omwera ase Murang'a County igoro y'ebinyamwaka biokonyona chimboga na gokora omotigo ogokorwa n'obwango.
AGR_00294,Agriculture,Kenya Dairy Board warns sweet potatoes farmers in Kirinyaga County of pest outbreaks and recommends timely intervention.,Ekeombe gia Kenya gia amabeere (Kenya Dairy Board) kioire abaremi bamarigwa ase Kirinyaga County igoro yoborwari bwebinyama na korigia abaremi gokora emeremo yogoikora amang'ana aya nigo.
AGR_00295,Agriculture,Agriculture and Food Authority (AFA) urges coffee growers in Makueni County to apply recommended fertiliser rates before the rains to improve yields this season.,Ekeombe kia Agriculture and Food Authority (AFA) nigo korigiririe abaremi bakaawa ase Makueni County gosegeta obonyamwamu obwenerete mbere yomura goika egere gokonya obokongu bwemera ase omwaka ogwo §YEAR0§.
AGR_00296,Agriculture,KTDA warns sweet potatoes farmers in Nyeri County of pest outbreaks and recommends timely intervention.,KTDA nkoaburia abanyamwaka bwechingwaci ase Nyeri County igoro yechinyamunyi chigokora obwate na gosegeta okorua ase obwate obo nchera eyemo.
AGR_00297,Agriculture,Notice: NCPB will distribute certified wheat seed to farmers in Baringo County this October.,Omonyo: NCPB egokaba embegu chiatumwa chianyamwene ase abanyamwaka ba Baringo County ase omotienyi 10.
AGR_00298,Agriculture,KALRO warns cassava farmers in Nairobi County of pest outbreaks and recommends timely intervention.,Ekeombe keria ekenene ki'oboremi (KALRO) nigo kigochenia abaremi b'emihogo ase ekaonti ya Nairobi igoro y'ebinyamwamu na kigocha amagenderero okorwa mbarate.
AGR_00299,Agriculture,NCPB warns sweet potatoes farmers in Bungoma County of pest outbreaks and recommends timely intervention.,Ekeombe keria getenerete oboremi (NCPB) nigo korigiririe abaremi bwebitoke ase Bungoma County igoro yoborwari bwebitoke na gokana okobwaterwa nigo gokorwa ase obwango.
AGR_00300,Agriculture,COMESA warns millet farmers in Nakuru County of pest outbreaks and recommends timely intervention.,"COMESA nigo egochente abaremi b'obori ase Nakuru County igoro y'ebinyamunyama biokonyonia ebirime, na gochika ogokonya gochia goikera chitariki chitarerete."
AGR_00301,Agriculture,Kenya Plant Health Inspectorate Service urges rice growers in Nyamira County to practice crop rotation to restore soil fertility to improve yields this season.,Ekeombe gia Kenya Plant Health Inspectorate Service nigo kogocha abaremi b'omwamu ase Nyamira County kobwateka okogenderera gokora oborimi bwa chinchera chindagano ase chinchera chindi nigo konyora obwame bwechiura gokonywa okogwata ebitwero biange ase omwaka ogwo §MONTH0§ §YEAR0§.
AGR_00302,Agriculture,Notice: KEPHIS will distribute certified beans seed to farmers in Makueni County this October.,Etebi: KEPHIS egokaba chimbeyo chie chimboco chie chireti ase abaremi ba Makueni County ase omotienyi 10 §YEAR0§.
AGR_00303,Agriculture,Notice: KALRO will distribute certified coffee seed to farmers in Samburu County this September.,Omonyo: KALRO neegabe chimbegu chiakofi chiatarikiirwe ase abaremi ba Samburu County ase omotienyi 9.
AGR_00304,Agriculture,KALRO advises farmers in Tharaka-Nithi County to practice crop rotation to restore soil fertility ahead of the May planting season.,KALRO eragire abaremi ase ekaonti ya Tharaka-Nithi gokora oboremi bwokochera chimboga gose chimbeyo nigo gokogeria ogotugutera obuya bwemegondo mbere yomwaka ogochera omotienyi 5.
AGR_00305,Agriculture,FAO urges wheat growers in Vihiga County to practice crop rotation to restore soil fertility to improve yields this season.,FAO eragira abanyamogondo b'engano ase Vihiga County goikora obokoreri bw'okoborokania chindagera egere obotambe bw'echiura bugende obuya goikerania ebirio bwinji omwaka one §MONTH0§ §YEAR0§.
AGR_00306,Agriculture,Agriculture and Food Authority (AFA) warns tea farmers in Tana River County of pest outbreaks and recommends timely intervention.,Ekeombe gia Agriculture and Food Authority (AFA) nigo korigire abaremi botechai ase Tana River County igoro yechinyamuchara chioboni na gokorania okogenderera ase okobwateka amang'ana aya kera engaki.
AGR_00307,Agriculture,Kenya Plant Health Inspectorate Service advises farmers in Elgeyo-Marakwet County to control fall armyworm early using approved pesticides ahead of the July planting season.,
AGR_00308,Agriculture,KEPHIS advises farmers in Meru County to control fall armyworm early using approved pesticides ahead of the February planting season.,"KEPHIS egokumia abaremi ase Meru County gochia ase ogotara ebituma biokomwa (fall armyworm) kare na kare bagotumia emiti yechibesa yemeretwe mbere ya omotienyi 2, omotienyi ogosimeka."
AGR_00309,Agriculture,Ministry of Agriculture and Livestock Development advises farmers in Lamu County to adopt certified drought-resistant seed varieties ahead of the May planting season.,Eminisitiri yoboremi na oboreri bwemechara ekoragera abaremi ba Lamu County gochia ase ogokora chimbegu chire chire chigwate obokonyo bwa ogotanga amang'ana amange gochia ase omwaka ogokora omotienyi 5.
AGR_00310,Agriculture,Notice: KEPHIS will distribute certified coffee seed to farmers in Garissa County this December.,Ekeombe kia KEPHIS nigo kigokaba chimbegu chie kaawa chieretwe obwate oboikani ase abarimi ba Garissa County ase omotienyi 12 §YEAR0§.
AGR_00311,Agriculture,Ministry of Agriculture and Livestock Development warns maize farmers in Homa Bay County of pest outbreaks and recommends timely intervention.,Ebisareri biOboremi na Obokuria bwa Chiombe nigo biabereire abaremi bwechimba ase Homa Bay County igoro yechindui chichire chigokora obobe na gosegeta okogenderera gokorwa amang'ana.
AGR_00312,Agriculture,KALRO advises farmers in Kiambu County to control fall armyworm early using approved pesticides ahead of the October planting season.,
AGR_00313,Agriculture,Notice: Pest Control Products Board will distribute certified millet seed to farmers in Machakos County this April.,Egechara: Ebiombe biokorora chibimeri chioborogi (Pest Control Products Board) nigo egokaba imbeu chio obwoba chio obworemi ase abaremi ba Machakos County ase omotienyi 4.
AGR_00314,Agriculture,Notice: FAO will distribute certified sorghum seed to farmers in Turkana County this April.,Egechera: FAO nigo egokabania chimbeyo chia masaka chiatigirwe abaremi ase ensemo ya Turkana ime ya omotienyi 4.
AGR_00315,Agriculture,FAO advises farmers in Vihiga County to apply recommended fertiliser rates before the rains ahead of the June planting season.,FAO eborigwe abaremi ime yekaunti ya Vihiga konyora chibesa chio oboremi chio ogotara chio obokongoria mbere yembura gochakera chinsa chio ogosimeka chio omotienyi 6 §YEAR0§.
AGR_00316,Agriculture,Pest Control Products Board warns rice farmers in Embu County of pest outbreaks and recommends timely intervention.,Ekeombe kio ogotanga emechando yebisoro (Pest Control Products Board) nigo korigire abaremi b'omucheere ase Embu County igoro y'oboremi bwe bisoro na gokora omotwekano ogochia ase ogokonya n'omwanya ogoikire.
AGR_00317,Agriculture,KEPHIS advises farmers in Taita-Taveta County to control fall armyworm early using approved pesticides ahead of the October planting season.,"KEPHIS egokumia abaremi ase Taita-Taveta County gochia ase ogotara ebituma biokomwa (fall armyworm) kare na kare bagotumia emiti yechibesa yemeretwe mbere ya omotienyi 10, omotienyi ogosimeka."
AGR_00318,Agriculture,KALRO urges coffee growers in Garissa County to apply recommended fertiliser rates before the rains to improve yields this season.,KALRO nigo egosaba abaremi bwekaawa ase Garissa County gosekeria chifutira chioborokirwe mbere yechimvura konyora gocha goimania oboremi bwa §MONTH0§ §YEAR0§.
AGR_00319,Agriculture,Kenya Plant Health Inspectorate Service warns sorghum farmers in Busia County of pest outbreaks and recommends timely intervention.,Erioti ria Kenya Plant Health Inspectorate Service rigocha amang'ana ase abaremi bamasaka ase Busia County igoro yebirema biamariogo na gokorera buna nigo bagwenerete gochora obonyamokoro bwa chinguvu chingaki.
AGR_00320,Agriculture,Agriculture and Food Authority (AFA) warns millet farmers in Garissa County of pest outbreaks and recommends timely intervention.,Ekeombe kio Boremi na Endagera (AFA) nigo korigia abaremi bamasoya ase ekaunti ya Garissa igoro yoborwaria bweminyamu na gokora omotwekerero bwo gokonya na gochia ase oboremi bwa bo.
AGR_00321,Agriculture,Notice: Pest Control Products Board will distribute certified coffee seed to farmers in Vihiga County this October.,Okoraria: Ekeombe gia Pest Control Products Board nigo kigocha gokaba chimbegu chiakofi chierigirwe ase abaremi ba Vihiga County ase omotienyi 10.
AGR_00322,Agriculture,NCPB urges beans growers in Kitui County to practice crop rotation to restore soil fertility to improve yields this season.,Ekeombe kia NCPB nigo kigochaera abanyabirage b'ebihingwa bia chimboco ase Kitui County gochia gokora okoruchia ebihingwa nigo bagochia gokonya obotambe bw'echiura nigo bagochia gokonya okonyora ebihingwa biange ase omwaka oyu.
AGR_00323,Agriculture,Kenya Plant Health Inspectorate Service urges coffee growers in Marsabit County to practice crop rotation to restore soil fertility to improve yields this season.,"Ekeombe keria getenenerete oborai bwe'ebimera (KEPHIS) nigo gokomanyia ababori b'ebikahawa ase Marsabit County kobwatia ogotebia ebitare erio obororo bw'echieta bube obuya, erio oboremi bube obuya ase omwaka oyu."
AGR_00324,Agriculture,FAO advises farmers in Nyandarua County to practice crop rotation to restore soil fertility ahead of the April planting season.,"Ekeombe kia FAO nigo korigiriria abanyamwaka ase Nyandarua County gokora oboremo bwa gochinja chinchera chiokorima nigo konyora obwongu bwemechie mbere yogoika ase omotienyi 4, omwaka §YEAR0§."
AGR_00325,Agriculture,FAO urges maize growers in Kiambu County to practice crop rotation to restore soil fertility to improve yields this season.,FAO ekoraba abaremi b'ebigori ase Kiambu County gokora oboremi bw'okuchera ebirime erio gokora amabura ase ensemo erio gokonyora erigesa rinene ase §MONTH0§ §YEAR0§.
AGR_00326,Agriculture,Kenya Plant Health Inspectorate Service urges sweet potatoes growers in Bungoma County to apply recommended fertiliser rates before the rains to improve yields this season.,Ekeombe kia Kenya Plant Health Inspectorate Service kioririe abaremi b'ebiteti ase Bungoma County gosekeria obobore bwa mbolea oboigwete mbere y'emvura gokwa nigo bagotungia ebiteti bi'ebinene ase §MONTH0§ §YEAR0§.
AGR_00327,Agriculture,AFA advises farmers in Kisii County to practice crop rotation to restore soil fertility ahead of the November planting season.,"AFA eragire abaremi ba Kisii County gokora oboremi bwogochachia chimbeyo nigo barageria gokora ritaka riragire amagara mbere ya omotienyi 11, omwaka §YEAR0§."
AGR_00328,Agriculture,Pest Control Products Board warns sweet potatoes farmers in Embu County of pest outbreaks and recommends timely intervention.,Ekeombe gia Pest Control Products Board nigo korigetie abaremi banchibwiri ase Embu County igoro yebikoru biechinyamuchira na gokora okobwaterana ase obwango.
