PSA_ID,Domain,Sub_Category,English,Kiswahili,Target_Language,Source,Date,Metadata
HEALTH_054,Health,,The government has imposed a raft of new drastic measures after cases of the new coronavirus in Kenya jumped to 15 in the last 72 hours. The new directives came after eight more people tested positive for COVID-19,Serikali imeweka hatua kadhaa kali baada ya visa vya virusi vipya vya korona nchini Kenya kupanda hadi 15 katika saa 72 zilizopita. Maagizo hayo mapya yalikuja baada ya watu wengine wanane kupimwa na kupatikana na COVID-19.,,https://www.facebook.com/ChinaGlobalTVNetwork/posts/kenyas-government-has-announced-a-raft-of-new-measures-aimed-at-containing-the-s/476407953852682/,,original_id=1321; class=extracted_from_class_dataset
HEALTH_055,Health,,Kenya confirms three cases of Covid-19 Omicron variant; Health CS Kagwe says it has been detected among travelers who have been quarantined,Kenya yathibitisha visa vitatu vya Covid-19 Omicron; Waziri wa Afya Kagwe anasema imegunduliwa miongoni mwa wasafiri ambao wametengwa,,https://www.facebook.com/InooroFMKenya/posts/kenya-confirms-three-cases-of-covid-19-omicron-variant-health-cs-kagwe-says-it-h/5355091194566532/,,original_id=1322; class=extracted_from_class_dataset
HEALTH_056,Health,,"Kakamega County gov't orders closure of all public mortuaries, Governor Oparanya advises residents to bury their dead immediately.","Serikali ya Kaunti ya Kakamega yaamuru kufungwa kwa vyumba vyote vya kuhifadhia maiti vya umma, Gavana Oparanya awashauri wakazi kuzika wafu wao mara moja.",,https://www.facebook.com/imani.baha/posts/kakamega-residents-want-the-mortuary-trolley-to-be-replaced-citing-trauma-from-i/26039514695727983/,,original_id=1323; class=extracted_from_class_dataset
HEALTH_057,Health,,Education CS Magoha says colleges and universities to remain closed until January 2021 as they are not Covid-19 compliant,Waziri wa Elimu Magoha asema vyuo vikuu vitafungwa hadi Januari 2021 kwani havifuati sheria za Covid-19,,https://www.facebook.com/KTNNewsKenya/posts/cs-magoha-announces-that-universities-and-colleges-will-remain-closed-until-janu/2600149380247632/,,original_id=1324; class=extracted_from_class_dataset
HEALTH_058,Health,,Gov’t orders Mama Mbogas to stop chopping vegetables for customers over COVID-19 fears,Serikali yamwagiza Mama Mbogas kuacha kukata mboga kwa ajili ya wateja wake kutokana na hofu ya COVID-19,,https://www.facebook.com/PIDONAS/posts/the-government-has-ordered-mama-mbogas-to-stop-chopping-vegetables-for-customers/10221860141229444/,,original_id=1325; class=extracted_from_class_dataset
HEALTH_059,Health,,"For now, open bars and test social distancing. KCPE and KCSE are not a ticket to heaven","Kwa sasa, fungua baa na jaribu umbali wa kijamii. KCPE na KCSE si tiketi ya kwenda mbinguni",,https://www.facebook.com/MusaWalaikipia/posts/for-now-open-bars-and-test-social-distancing-kcpe-and-kcse-are-not-a-ticket-to-h/541372563204496/,,original_id=1326; class=extracted_from_class_dataset
HEALTH_060,Health,,"Gov't now calls for wearing of masks, vaccination as Kenya faces 6th COVID-19 wave",Serikali sasa yatoa wito wa kuvaa barakoa na chanjo huku Kenya ikikabiliwa na wimbi la 6 la COVID-19,,https://www.facebook.com/CitizenTVKe/posts/govt-now-calls-for-wearing-of-masks-vaccination-as-kenya-faces-6th-covid-19-wave/10166900560440405/,,original_id=1327; class=extracted_from_class_dataset
HEALTH_061,Health,,"Mombasa Covid-19 Booths: 
Contactless testing booths to be distributed in 6 constituencies. Booths have zero contact between the medic and patient. Contactless booths allow for safer, faster mass testing. The locally assembled booths are a game changer","Vibanda vya Mombasa Covid-19:

Vibanda vya kupima bila kugusa vitasambazwa katika majimbo 6 ya uchaguzi. Vibanda havina mguso wowote kati ya daktari na mgonjwa. Vibanda visivyogusa vinaruhusu upimaji salama na wa haraka wa wingi. Vibanda vilivyokusanyika ndani ya eneo husika vinabadilisha mchezo.",,https://www.facebook.com/100064457901458/posts/in-its-continuous-efforts-to-ensure-the-safety-of-its-residents-the-mombasa-coun/2826857500776000/,,original_id=1328; class=extracted_from_class_dataset
HEALTH_062,Health,,Schools to remain open despite a surge in Covid-19 infection rates,Shule zitabaki wazi licha ya ongezeko la viwango vya maambukizi ya Covid-19,,https://www.facebook.com/NTVKenya/posts/government-says-schools-will-remain-open-despite-surge-in-covid-19-infectionsntv/10156989442239058/,,original_id=1329; class=extracted_from_class_dataset
HEALTH_063,Health,,"Kenya suspends all public gatherings, games, events, and church crusades; inter school games banned after first covid-19 case in Nairobi","Kenya yasimamisha mikusanyiko yote ya umma, michezo, matukio, na mikutano ya kanisa; michezo ya shule imepigwa marufuku baada ya kisa cha kwanza cha COVID-19 jijini Nairobi",,https://www.facebook.com/PrinceAbeikuYorke/posts/official-kenya-suspends-all-public-gatherings-games-events-and-church-crusades-i/878113005988253/,,original_id=1330; class=extracted_from_class_dataset
HEALTH_064,Health,,"Coronavirus: A lockdown in Kenya is an option, but taxes won’t be lifted","Virusi vya Korona: Kufungiwa nchini Kenya ni chaguo, lakini kodi hazitaondolewa",,https://citizen.digital/news/coronavirus-a-lockdown-in-kenya-is-an-option-but-taxes-wont-be-lifted-govt-says-327742,,original_id=1331; class=extracted_from_class_dataset
HEALTH_065,Health,,Governor Joho sets up sanitizing booths for pedestrians in Mombasa.,Gavana Joho aweka vibanda vya usafi kwa watembea kwa miguu Mombasa.,,https://www.facebook.com/MombasaHealth/posts/mombasa-ups-its-game-against-coronavirus-and-has-now-installed-a-state-of-the-ar/2521740934807500/?locale=es_LA,,original_id=1332; class=extracted_from_class_dataset
HEALTH_066,Health,,"Over 80% of patients are asymptomatic and can be treated from home. MoH has completed process of home-based care protocols. I appeal to Kenyans, that when we release the protocols and we see people coming home, there is no need for stigmatization","Zaidi ya 80% ya wagonjwa hawana dalili na wanaweza kutibiwa nyumbani. Wizara ya Afya imekamilisha mchakato wa itifaki za utunzaji wa nyumbani. Ninawasihi Wakenya, kwamba tunapotoa itifaki hizo na tunaona watu wakirudi nyumbani, hakuna haja ya unyanyapaa.",,https://www.facebook.com/NTVKenya/videos/80-of-patients-in-hospitals-are-asymptomatic-this-means-they-can-be-managed-from/1086288228424969/,,original_id=1333; class=extracted_from_class_dataset
HEALTH_067,Health,,"Nairobi, Kajiado, Machakos, Kiambu & Nakuru counties are individually and collectively declared a disease infected area. There shall be a cessation of movement by road, rail, air in to & out of these areas effective midnight","Kaunti za Nairobi, Kajiado, Machakos, Kiambu na Nakuru zimetangazwa kuwa eneo lililoathiriwa na magonjwa moja moja na kwa pamoja. Kutakuwa na kusimamishwa kwa usafiri kwa barabara, reli, hewa kuingia na kutoka katika maeneo haya kuanzia saa sita usiku.",,https://www.facebook.com/MinstryofHealthKE/posts/today-i-want-to-make-a-special-appeal-to-the-people-in-the-counties-of-machakos-/3239430626101938/,,original_id=1335; class=extracted_from_class_dataset
HEALTH_068,Health,,Uganda declares Ebola outbreak after the Health Ministry confirmed a 24-year-old man showed symptoms and later died,Uganda yatangaza mlipuko wa Ebola baada ya Wizara ya Afya kuthibitisha kuwa mwanaume wa miaka 24 alionyesha dalili na baadaye akafariki,,https://www.who.int/emergencies/disease-outbreak-news/item/2026-DON612,,original_id=1336; class=extracted_from_class_dataset
HEALTH_069,Health,,Tiaty worst hit with 40% of residents affected. 2 people lost their lives last month due to Malaria. Govt distributing long-lasting treated mosquito nets,Tiaty imeathiriwa zaidi na 40% ya wakazi walioathiriwa. Watu 2 walipoteza maisha yao mwezi uliopita kutokana na Malaria. Serikali yasambaza vyandarua vilivyotibiwa kwa muda mrefu,,https://www.facebook.com/CitizenTVKe/posts/malaria-burden-in-baringotiaty-worst-hit-with-40-of-residents-affected-2-people-/1091198379032169/,,original_id=1337; class=extracted_from_class_dataset
HEALTH_070,Health,,"War on malaria gets a major boost. New drug Argesun deployed in Nyanza. Drug to help ICU patients, children with Malaria","Vita dhidi ya malaria vyaongezeka sana. Dawa mpya ya Argesun yatumika Nyanza. Dawa ya kuwasaidia wagonjwa wa ICU, watoto wenye Malaria",,https://globalhealthnow.org/2024-11/rising-resistance-threatens-key-malaria-drug,,original_id=1338; class=extracted_from_class_dataset
HEALTH_071,Health,,Govt kicks of distribution of mosquito nets. Govt aims at distributing 15.3M treated nets,Serikali yazindua usambazaji wa vyandarua. Serikali inalenga kusambaza vyandarua milioni 15.3 vilivyotibiwa,,https://www.facebook.com/MombasaHealth/posts/mass-distribution-of-long-lasting-insecticidal-mosquito-nets-begins-tomorrow-in-/2840256706289253/,,original_id=1339; class=extracted_from_class_dataset
HEALTH_072,Health,,Health officials deploy drones to combat malaria in Busia County,Maafisa wa afya watuma ndege zisizo na rubani kupambana na malaria katika Kaunti ya Busia,,https://www.facebook.com/100064468188683/posts/busia-county-embraces-drones-technology-to-eliminate-malaria-spreadthe-county-go/5813080175371833/,,original_id=1340; class=extracted_from_class_dataset
HEALTH_073,Health,,"Kenya among 12 African countries to get 18 million doses of malaria vaccine by 2025, WHO says priority will go to countries with the greatest need.","Kenya miongoni mwa nchi 12 za Afrika kupata dozi milioni 18 za chanjo ya malaria ifikapo mwaka 2025, WHO inasema kipaumbele kitaelekezwa kwa nchi zenye uhitaji mkubwa zaidi.",,https://www.who.int/news/item/05-07-2023-18-million-doses-of-first-ever-malaria-vaccine-allocated-to-12-african-countries-for-2023-2025--gavi--who-and-unicef,,original_id=1341; class=extracted_from_class_dataset
HEALTH_074,Health,,"Malaria vaccine advisory: More children in malaria endemic counties to be vaccinated. WHO has given an approval for expanded use of the vaccine. 275,000 children partially jabbed, 45,000 are fully vaccinated. Data shows the number of malaria cases has gone down","Ushauri wa chanjo ya malaria: Watoto zaidi katika kaunti zilizoathiriwa na malaria watachanjwa. WHO imetoa idhini ya matumizi ya chanjo hiyo kwa upana zaidi. Watoto 275,000 wachapwa sehemu, 45,000 wamechanjwa kikamilifu. Data inaonyesha idadi ya visa vya malaria imepungua",,https://www.who.int/news-room/feature-stories/detail/life-saving-malaria-vaccines-reach-children-in-17-endemic-countries-in-2024,,original_id=1342; class=extracted_from_class_dataset
HEALTH_075,Health,,"We encourage people to seek treatment at health care facilities once they experience any symptoms.  When you seek treatment early, you protect yourself against severe malaria.","Tunawahimiza watu kutafuta matibabu katika vituo vya afya mara tu wanapopata dalili zozote. Unapotafuta matibabu mapema, unajikinga dhidi ya malaria kali.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC7816953/,,original_id=1343; class=extracted_from_class_dataset
HEALTH_076,Health,,The Ministry of Health aims to scale the uptake of the malaria vaccine among children aged between 6 months to 14 years.,Wizara ya Afya inalenga kuongeza idadi ya watoto wanaotumia chanjo ya malaria miongoni mwa watoto wenye umri kati ya miezi 6 hadi miaka 14.,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12904457/,,original_id=1344; class=extracted_from_class_dataset
HEALTH_077,Health,,"MoH dispatches 10 Cuban experts to Kakamega, Siaya, Kisumu, Bungoma, Busia, Vihiga, Homa Bay and Migori counties in the fight against malaria with biological methods.","Wizara ya Afya yatuma wataalamu 10 wa Cuba katika kaunti za Kakamega, Siaya, Kisumu, Bungoma, Busia, Vihiga, Homa Bay na Migori katika mapambano dhidi ya malaria kwa njia za kibiolojia.",,https://nation.africa/kenya/health/doctors-kenya-took-to-cuba-return-home-3812160,,original_id=1345; class=extracted_from_class_dataset
HEALTH_078,Health,,"Happy World Malaria Day! Here’s to raising awareness, protecting our communities, and pushing closer to a world free from malaria.","Heri ya Siku ya Malaria Duniani! Hapa ni kwa ajili ya kuongeza uelewa, kulinda jamii zetu, na kusukuma karibu na ulimwengu usio na malaria.",,https://www.instagram.com/reel/DXixP7ijNjv/,,original_id=1346; class=extracted_from_class_dataset
HEALTH_079,Health,,"Did you know the Kenya Red Cross Society offers free on-call counselling services 24/7? Call us on 1199 and we will be there for you.

Since January-June 2019, our Mental Health and Psychosocial Support Services team attended to 513 calls.","Je, unajua kwamba Chama cha Msalaba Mwekundu cha Kenya kinatoa huduma za ushauri nasaha bila malipo masaa 24 kwa siku, siku 7 kwa wiki? Tupigie simu kwa 1199 nasi tutakuwepo kwa ajili yako.

Tangu Januari-Juni 2019, timu yetu ya Huduma za Afya ya Akili na Usaidizi wa Kisaikolojia ilihudhuria simu 513.",,https://www.facebook.com/RedCrossKE/posts/did-you-know-that-the-kenya-red-cross-society-offers-free-on-call-counselling-se/2372053582853935/,,original_id=1347; class=extracted_from_class_dataset
HEALTH_080,Health,,"When we open up and talk about what is affecting our mental health, those issues become bearable. They become less distressing, less overwhelming and less worrying. Reach out to us on 1199 and we will be there for you.","Tunapofungua na kuzungumzia kinachoathiri afya yetu ya akili, masuala hayo yanakuwa rahisi kuyavumilia. Yanakuwa hayana usumbufu mwingi, hayalemei sana na hayana wasiwasi mwingi. Wasiliana nasi kwa 1199 nasi tutakuwepo kwa ajili yako.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC10126977/,,original_id=1348; class=extracted_from_class_dataset
HEALTH_081,Health,,Connect with others and be part of positive relationships.Building positive associations with people is good for your mental well-being,Ungana na wengine na uwe sehemu ya mahusiano chanya. Kujenga mahusiano chanya na watu ni jambo zuri kwa ustawi wako wa akili.,,https://www.facebook.com/MinstryofHealthKE/photos/make-time-for-your-mental-wellbeing-rest-connect-and-talk-seeking-support-when-y/1426983192789957/,,original_id=1349; class=extracted_from_class_dataset
HEALTH_082,Health,,Its not unmanly to struggle.Check on the men in your life.,Si jambo la kiume kujitahidi. Waangalie wanaume katika maisha yako.,,https://www.facebook.com/MinstryofHealthKE/posts/june-is-mens-mental-health-awareness-monthreal-strength-is-reaching-outlets-crea/1400443338777276/,,original_id=1350; class=extracted_from_class_dataset
HEALTH_083,Health,,"Definitition of schizophrenia,causes,symptoms,diagnostic tools and treatment.","Ufafanuzi wa skizofrenia, sababu, dalili, vifaa vya uchunguzi na matibabu.",,https://my.clevelandclinic.org/health/diseases/4568-schizophrenia,,original_id=1351; class=extracted_from_class_dataset
HEALTH_084,Health,,"Definitition of bipolar,causes,symptoms,diagnostic tools and treatment.","Ufafanuzi wa bipolar, sababu, dalili, vifaa vya uchunguzi na matibabu.",,https://www.who.int/news-room/fact-sheets/detail/bipolar-disorder,,original_id=1352; class=extracted_from_class_dataset
HEALTH_085,Health,,"Indicators of stress:easily irritable,anxious,panic attacks,sleeping problems,social withdrawal,irritability","Viashiria vya msongo wa mawazo: kukasirika kwa urahisi, wasiwasi, mashambulizi ya hofu, matatizo ya usingizi, kujitenga na watu, kuwashwa",,https://www.facebook.com/RadioCitizenFM/posts/some-of-the-signs-and-symptoms-of-mental-health-problemsjambokenya/6330131677054798/,,original_id=1353; class=extracted_from_class_dataset
HEALTH_086,Health,,"Techniques like deep breathing,walking or time outdoors are universal tools for managing daily stressors.","Mbinu kama vile kupumua kwa kina, kutembea au kutumia muda nje ni zana zinazotumika kwa wote katika kudhibiti msongo wa mawazo wa kila siku.",,https://www.facebook.com/WHO/posts/join-our-healthyathome-challenge-by-finding-time-to-relax-during-the-day-%EF%B8%8F%EF%B8%8F-cons/3068220976556598/,,original_id=1356; class=extracted_from_class_dataset
HEALTH_087,Health,,"Mental health conditions like depression can lead to physical symptoms such as fatigue and illness, highlighting the strong mind-body connection","Hali za afya ya akili kama vile mfadhaiko zinaweza kusababisha dalili za kimwili kama vile uchovu na ugonjwa, na hivyo kuonyesha uhusiano mkubwa kati ya akili na mwili.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC12208483/,,original_id=1357; class=extracted_from_class_dataset
HEALTH_088,Health,,"This World Mental Health Day, lets prioritize mental well-being at work! A supportive environment is key to a healthy workplace. Check in on your colleagues today!","Siku hii ya Afya ya Akili Duniani, hebu tuweke kipaumbele ustawi wa akili kazini! Mazingira yanayounga mkono ni muhimu kwa afya mahali pa kazi. Wasiliana na wenzako leo!",,https://www.facebook.com/IOMKenya/posts/mental-health-at-work-is-the-theme-of-this-year-world-mental-health-day-to-mark-/938558631634558/,,original_id=1358; class=extracted_from_class_dataset
HEALTH_089,Health,,Mental well-being is essential for a productive and healthy workplace. Prioritize mental health just as you would physical health.,Ustawi wa akili ni muhimu kwa mahali pa kazi penye tija na afya. Panga afya ya akili kama vile unavyoweza kuipa kipaumbele afya ya mwili.,,https://www.afro.who.int/news/mental-health-promote-better-workplace-and-well-being-1,,original_id=1359; class=extracted_from_class_dataset
HEALTH_090,Health,,Talking about mental health breaks the stigma and helps others open up. Lets create a supportive environment for all.,Kuzungumzia afya ya akili huvunja unyanyapaa na kuwasaidia wengine kufunguka. Tujenge mazingira ya usaidizi kwa wote.,,https://www.instagram.com/p/DZ18PYANJ7i/,,original_id=1360; class=extracted_from_class_dataset
HEALTH_091,Health,,Government distributes mosquito nets in malaria fight. Kilifi County is one of the beneficiaries. Nets program was flagged over procurement irregularities. MOH wants to distribute 15M nets in 22 counties,Serikali yasambaza vyandarua katika mapambano dhidi ya malaria. Kaunti ya Kilifi ni mojawapo ya wanufaika. Programu ya vyandarua iliangaziwa kwa ukiukwaji wa sheria za ununuzi. Wizara ya Afya inataka kusambaza vyandarua milioni 15 katika kaunti 22,,https://www.facebook.com/CitizenTVKe/videos/fighting-malaria-government-distributes-mosquito-nets-in-malaria-fightkilifi-cou/1010871594372301/,,original_id=1361; class=extracted_from_class_dataset
HEALTH_092,Health,,Kenya confirms 12 more COVID-19 cases bringing total number to 246. Health CS Mutahi Kagwe says 5 of them are hotel workers.,Kenya yathibitisha visa 12 zaidi vya COVID-19 na kufanya jumla ya idadi kufikia 246. Waziri wa Afya Mutahi Kagwe anasema 5 kati yao ni wafanyakazi wa hoteli.,,https://www.facebook.com/877babafm/posts/kenya-confirms-12-more-covid-19-cases-number-now-stands-at-246health-cabinet-sec/2885709648209576/,,original_id=1362; class=extracted_from_class_dataset
HEALTH_093,Health,,"Over the last 24 hours we have tested over 300 Kenyans, out of those 22 have tested positive for covid-19 (13-males, 9-females). 21 out of the 22 cases are people who are currently in quarantine","Katika saa 24 zilizopita tumewapima Wakenya zaidi ya 300, kati ya hao 22 wamepimwa na kukutwa na virusi vya covid-19 (wanaume 13, wanawake 9). Visa 21 kati ya 22 ni watu ambao kwa sasa wako karantini.",,https://www.facebook.com/MinstryofHealthKE/posts/in-the-last-24-hours-305-individuals-have-been-tested-for-coronavirus-disease-an/3210184232359911/,,original_id=1363; class=extracted_from_class_dataset
HEALTH_094,Health,,"Religious leaders under World Council of Churches urge governments and donor countries to increase Global Fund support, to aid sustainable responses to HIV, tuberculosis, and malaria.","Viongozi wa kidini chini ya Baraza la Makanisa Duniani wanahimiza serikali na nchi wafadhili kuongeza usaidizi wa Mfuko wa Dunia, ili kusaidia majibu endelevu kwa VVU, kifua kikuu, na malaria.",,https://www.facebook.com/KTNNewsKenya/photos/religious-leaders-under-world-council-of-churches-urge-governments-and-donor-cou/1161703745986149/,,original_id=1364; class=extracted_from_class_dataset
HEALTH_095,Health,,"The US government’s freeze on foreign aid, especially through USAid has caused major disruptions in Kenya’s health sector, particularly in HIV, malaria, and tuberculosis programmes that heavily rely on donor support.","Kusitishwa kwa misaada ya kigeni na serikali ya Marekani, hasa kupitia USAid, kumesababisha usumbufu mkubwa katika sekta ya afya ya Kenya, hasa katika programu za VVU, malaria, na kifua kikuu ambazo hutegemea sana msaada wa wafadhili.",,https://phr.org/our-work/resources/the-system-is-folding-in-on-itself-the-impact-of-u-s-global-health-funding-cuts-in-kenya/,,original_id=1365; class=extracted_from_class_dataset
HEALTH_096,Health,,There is no local transmission of malaria in Nairobi. If you have been a full time resident of Nairobi and you get sick with fever the probability that it is malaria is close to zero.,"Hakuna maambukizi ya malaria jijini Nairobi. Kama umekuwa mkazi wa Nairobi kwa muda wote na unaugua homa, uwezekano kwamba ni malaria ni karibu sifuri.",,https://www.facebook.com/standardkenya/posts/there-is-no-local-transmission-of-malaria-in-nairobi-if-you-have-been-a-full-tim/1116142333888902/,,original_id=1366; class=extracted_from_class_dataset
HEALTH_097,Health,,Rising temperatures elevate the risk to Nairobi's malaria-free status,Kuongezeka kwa joto huongeza hatari ya kutokuwepo kwa malaria jijini Nairobi,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12870289/,,original_id=1367; class=extracted_from_class_dataset
HEALTH_098,Health,,"Malaria mortality rate rises to pre-pandemic levels, WHO report shows at least 597,000 people succumbed to the disease last year.","Ripoti ya WHO inaonyesha kuwa kiwango cha vifo kutokana na malaria kinaongezeka hadi viwango vya kabla ya janga, kwa mujibu wa ripoti hiyo.",,https://www.severemalaria.org/countries/kenya,,original_id=1368; class=extracted_from_class_dataset
HEALTH_099,Health,,"Mission for Essential Drugs and Supplies suspends orders for USAID-funded essential drugs, move likely to affect the distribution of HIV and malaria drugs","Shirika la Misheni ya Dawa na Ugavi Muhimu lasimamisha oda za dawa muhimu zinazofadhiliwa na USAID, hatua ambayo inaweza kuathiri usambazaji wa dawa za VVU na malaria",,https://www.facebook.com/Devex/posts/while-mission-for-essential-drugs-supplies-expects-to-have-their-stop-work-order/1054503110040942/,,original_id=1369; class=extracted_from_class_dataset
HEALTH_100,Health,,"Devastating flooding in South Sudan is affecting around 1.4 million people, with more than 379,000 displaced, according to a United Nations update that warned about an upsurge in malaria.","Mafuriko makubwa nchini Sudan Kusini yanaathiri takriban watu milioni 1.4, huku zaidi ya watu 379,000 wakimbizi, kulingana na taarifa mpya ya Umoja wa Mataifa iliyoonya kuhusu ongezeko la malaria.",,https://www.arabnews.jp/en/middle-east/article_134417/,,original_id=1370; class=extracted_from_class_dataset
HEALTH_101,Health,,"The Ministry of Health has reassured the public that there will be no shortage of essential drugs, including those for malaria, HIV/AIDS and TB for at least the next one year.","Wizara ya Afya imewahakikishia umma kwamba hakutakuwa na uhaba wa dawa muhimu, ikiwa ni pamoja na zile za malaria, VVU/UKIMWI na Kifua Kikuu kwa angalau mwaka mmoja ujao.",,https://www.facebook.com/PeopleDailyKe/posts/the-ministry-of-health-has-dismissed-reports-circulating-online-claiming-that-ke/1354079760056906/,,original_id=1371; class=extracted_from_class_dataset
HEALTH_102,Health,,Kenya to release genetically modified mosquitoes to fight malaria,Kenya kutoa mbu waliobadilishwa vinasaba ili kupambana na malaria,,https://www.bbc.com/news/articles/cw551yelwz5o,,original_id=1372; class=extracted_from_class_dataset
HEALTH_103,Health,,"To lower cases of HIV/AIDS, Tuberculosis and Malaria, and enhance the vaccines and immunisation programme in the country, I have proposed Sh28.7bn for the Global Fund and Sh4.6bn for vaccines and immunisation programmes.","Ili kupunguza visa vya VVU/UKIMWI, Kifua Kikuu na Malaria, na kuboresha mpango wa chanjo na chanjo nchini, nimependekeza Sh28.7 bilioni kwa ajili ya Mfuko wa Dunia na Sh4.6 bilioni kwa ajili ya chanjo na programu za chanjo.",,https://pmc.ncbi.nlm.nih.gov/articles/PMC8311400/,,original_id=1373; class=extracted_from_class_dataset
HEALTH_104,Health,,"You are six times more likely to get malaria if you visit Busia, Tana River, Kakamega, Bungoma, Kilifi, Kisumu, Trans Nzoia, Elgeyo Marakwet and Nandi counties, according to the latest data from the Ministry of Health.","Una uwezekano mara sita zaidi wa kupata malaria ukitembelea kaunti za Busia, Tana River, Kakamega, Bungoma, Kilifi, Kisumu, Trans Nzoia, Elgeyo Marakwet na Nandi, kulingana na data ya hivi karibuni kutoka Wizara ya Afya.",,https://www.severemalaria.org/countries/kenya,,original_id=1374; class=extracted_from_class_dataset
HEALTH_105,Health,,Scientists have found that a mosquito species blamed for malaria transmission in eastern and southern Africa has developed resistance to a long-used insecticide in the region.,Wanasayansi wamegundua kwamba aina ya mbu inayolaumiwa kwa maambukizi ya malaria mashariki na kusini mwa Afrika imekua na upinzani dhidi ya dawa ya kuua wadudu ambayo imekuwa ikitumika kwa muda mrefu katika eneo hilo.,,https://media.malariaworld.org/Evidence_Brief_Anopheles_stephensi_in_Kenya_potentially_substantial_threat_to_malaria_transmission_in_urban_and_rural_areas_a42222121e.pdf,,original_id=1375; class=extracted_from_class_dataset
HEALTH_106,Health,,"Malaria's gendered burden: Recent floods heighten risk for women, girls",Mzigo wa Malaria kwa jinsia: Mafuriko ya hivi karibuni yaongeza hatari kwa wanawake na wasichana,,https://mawazoinstitute.org/press-release/malarias-gendered-burden-recent-floods-heighten-risk-for-women-girls-may-2024/,,original_id=1376; class=extracted_from_class_dataset
HEALTH_107,Health,,"The Health Ministry also said the 2023/2024 mass net distribution campaign was launched in Homa Bay County on November 15, 2023, with 830,862 nets distributed, covering 91 percent of registered households.","Wizara ya Afya pia ilisema kampeni ya usambazaji wa vyandarua kwa wingi ya 2023/2024 ilizinduliwa katika Kaunti ya Homa Bay mnamo Novemba 15, 2023, huku vyandarua 830,862 vikisambazwa, vikijumuisha asilimia 91 ya kaya zilizosajiliwa.",,https://www.facebook.com/MinstryofHealthKE/posts/%F0%9D%90%8B%F0%9D%90%9A%F0%9D%90%AE%F0%9D%90%A7%F0%9D%90%9C%F0%9D%90%A1%F0%9D%90%A2%F0%9D%90%A7%F0%9D%90%A0-%F0%9D%90%8C%F0%9D%90%9A%F0%9D%90%AC%F0%9D%90%AC-%F0%9D%90%8D%F0%9D%90%9E%F0%9D%90%AD-%F0%9D%90%83%F0%9D%90%A2%F0%9D%90%AC%F0%9D%90%AD%F0%9D%90%AB%F0%9D%90%A2%F0%9D%90%9B%F0%9D%90%AE%F0%9D%90%AD%F0%9D%90%A2%F0%9D%90%A8%F0%9D%90%A7-%F0%9D%90%A2%F0%9D%90%A7-%F0%9D%90%87%F0%9D%90%A8%F0%9D%90%A6%F0%9D%90%9A-%F0%9D%90%81%F0%9D%90%9A%F0%9D%90%B2join-us-on-november-15-2023-as-we-kic/720005030154447/,,original_id=1377; class=extracted_from_class_dataset
HEALTH_108,Health,,Communities in Baringo fight back against malaria with local solutions and mosquito nets,Jamii huko Baringo zinapambana na malaria kwa kutumia suluhisho za kienyeji na vyandarua,,https://www.facebook.com/MSFEasternAfrica/posts/kenya-in-illeret-marsabit-607-people-have-been-treated-for-malaria-so-far-and-11/1515248777313082/,,original_id=1378; class=extracted_from_class_dataset
HEALTH_109,Health,,"A malaria vaccine tested in Kenya gains WHO prequalification, costing as low as Sh300, becoming the world's second vaccine on the global prequalified list.","Chanjo ya malaria iliyojaribiwa nchini Kenya yapata sifa ya awali ya WHO, ikigharimu hadi Sh300, na kuwa chanjo ya pili duniani kwenye orodha ya chanjo zilizoidhinishwa awali duniani.",,https://www.facebook.com/bharatbiotech/posts/price-of-worlds-first-malariavaccine-rtss-for-children-in-endemic-countries-to-b/1142230991281913/,,original_id=1379; class=extracted_from_class_dataset
HEALTH_110,Health,,"Global Fund, through the Kenya Medical Supplies Agency, is distributing mosquito nets in malaria-endemic regions across the country","Mfuko wa Kimataifa, kupitia Shirika la Ugavi wa Dawa la Kenya, unasambaza vyandarua vya mbu katika maeneo yaliyoathiriwa na malaria kote nchini.",,https://www.facebook.com/MinstryofHealthKE/posts/kenya-joined-the-global-community-on-saturday-in-observing-world-malaria-day-202/1358231646331779/,,original_id=1380; class=extracted_from_class_dataset
HEALTH_111,Health,,"Malaria mortality has fallen back to levels seen before the Covid-19 crisis, the WHO said Wednesday, but called for faster progress against the disease that killed nearly some 597,000 people last year.","Vifo vya malaria vimeshuka hadi viwango vilivyoonekana kabla ya janga la Covid-19, WHO ilisema Jumatano, lakini ilitaka maendeleo ya haraka dhidi ya ugonjwa huo ulioua karibu watu 597,000 mwaka jana.",,https://x.com/KTNNewsKE/status/1866811467179151780,,original_id=1381; class=extracted_from_class_dataset
HEALTH_112,Health,,10.9m treated mosquito nets to be distributed across 22 counties in fight against Malaria,Vyandarua milioni 10.9 vilivyotibiwa vitasambazwa katika kaunti 22 ili kupambana na Malaria,,https://www.facebook.com/KTNNewsKenya/posts/109m-treated-mosquito-nets-to-be-distributed-across-22-counties-in-fight-against/910226647800528/,,original_id=1382; class=extracted_from_class_dataset
