PSA_ID,Domain,English,Kiswahili,Ekegusii,Somali,Dholuo,Target_Languages,Source,Date,Metadata
AGRI_0886,Agriculture,"Guard your farm labourers and learn new ways of fair labour recruitment, provide a condusive environment and ensure their safety especially when spraying activities in the field.","Walinde wafanyikazi wako wa shambani na ujifunze njia mpya za kuajiri wafanyikazi wa haki, toa mazingira mazuri na uhakikishe usalama wao haswa wakati wa kunyunyizia shughuli shambani.","Renda nga obokoreri ase omogondo oo as okomanya chinchera chingiya chiokoarwa emeremo, korora nga ase emeremo egokorererwa nagaya, na korora nga baria bagokora emeremo mabri ase bokongu bonde bwensi ekero bagosiarera amache mogondo.",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.779; promoted_from=EKEGUSIICORPUS_4085
AGRI_0887,Agriculture,"To guard against any eventuality to start bee keeping. Diversify your lessons to other assortment of farming, services, memorandum, and appreciate related risks like livestock diseases.","Ili kujilinda dhidi ya tukio lolote la kuanza ufugaji nyuki. Badilisha masomo yako kwa anuwai zingine za kilimo, huduma, hati, na uthamini hatari zinazohusiana kama magonjwa ya mifugo.","Erio gotanga obokongu bonde bwonsi buna ogochaka obotugi bwechinchoke. Egera igor yokagarei oboremi bwao, obokoreri, na ogwekomereria ase asara echinde chionsi buna amarwaire yetugo",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.628; promoted_from=EKEGUSIICORPUS_4086
AGRI_0888,Agriculture,"Diseases control in livestock is integral. Learn how to expand the business, services, and preventive measures in your farm.","Udhibiti wa magonjwa katika mifugo ni muhimu. Jifunze jinsi ya kupanua biashara, huduma, na hatua za kuzuia katika shamba lako.","Gotanga amarwaire ase etugo negento kiengencho. Soma buna oragarei oboremi, obokoreri, na enchera yogotanga amarwaire arengete oboremi bwao.",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.934; promoted_from=EKEGUSIICORPUS_4087
AGRI_0889,Agriculture,Controlling diseases in your cattle is important. Learn how to prevent any disease occurrences in ypur farm and survive bad weather.,Kuzuia magonjwa katika ng'ombe zako ni muhimu. Jifunze jinsi ya kuzuia magonjwa yoyote kutokea katika shamba ypur na kuishi hali mbaya ya hewa.,"Gotanga amarwaire ase etugo negento kiengencho. Soma buna oragarei oboremi, obokoreri, na buna orekongie ase eguragura.",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.907; promoted_from=EKEGUSIICORPUS_4088
AGRI_0890,Agriculture,"Many farmers depend on digital services, especially technolojical releases using their mobile handsets to reach out on more information.","Wakulima wengi hutegemea huduma za kidijitali, hasa matoleo ya kiteknolojia kwa kutumia simu zao za rununu kufikia habari zaidi.","Abaremi abange mbesimegete ase obokoreri bwegechiditchitari, mono baria bakonyora obokoreri obo goetera enchera ya tekinorochia goetera chisimi chiabo, erio goikera amanga'na aya.",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.847; promoted_from=EKEGUSIICORPUS_4089
AGRI_0891,Agriculture,"Mark in your calender events & meetings by county government, large stakeholders meeting in fish farming. Yo come togeter and learn.","Weka alama katika matukio yako ya kalenda na mikutano na serikali ya kaunti, wadau wakubwa wanaokutana katika ufugaji wa samaki. Yo njoo togeter na ujifunze.",Beka ekeriorokererio ase ekarenda yao igoro yomiosangerekano bwokota obokoreri ang'e. oyio orarete baria bonsi amo baria bakobwaterna ase ensemo yoboremi buna bareranie na gosoma.,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.815; promoted_from=EKEGUSIICORPUS_4090
AGRI_0892,Agriculture,"Mark in your calender upcoming seminars , important events with livestock stakeholders .","Weka alama kwenye kalenda yako semina zijazo , matukio muhimu na wadau wa mifugo .","Beka ekeriorokererio ase ekarenda yao igoro yyamorokererio yoboremi agocha, ayio are egekoro ekenene ase abowo bonsi babwateranete ase ensemo oboremi bwetugo.",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.93; promoted_from=EKEGUSIICORPUS_4091
AGRI_0893,Agriculture,"Market accessibility and guidelines in agricultural activity is important. Let it remembered farmers adjacentvyo markets, reap big...","Upatikanaji wa soko na miongozo katika shughuli za kilimo ni muhimu. Wacha ikumbuke wakulima karibu na masoko, wavune kubwa...","Goikera echiro namorokererio igoro yayio nayengencho ase ogkinia obokoreri as oboremi . Buna yarorekanire, abaremi baria bare ang'e nechichiro chigenderete buya nigo bakoamba koba...",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.755; promoted_from=EKEGUSIICORPUS_4092
AGRI_0894,Agriculture,"Market accessibility, affected by basic infrastructure on transportation, there's great onus to ensure food satisfaction, bumper harvests, farm incomes, differences in revenues, and food prices.","Upatikanaji wa soko, ukiathiriwa na miundo - msingi ya msingi ya usafiri, kuna mambo mengi yanayohakikisha uradhi wa chakula, mavuno ya wengi, mapato ya shambani, tofauti katika mapato, na bei za chakula.","Goikera echiro, kogosegetwa nobobogoria amo nechinyomba chikogacha rigesa, nigo bire ebiengenchoo ase okogendereria omoigoto bwendagera, rigesa rigiya, ogoonchoreria ase ebitoki, namagori endagera...",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.758; promoted_from=EKEGUSIICORPUS_4094
AGRI_0895,Agriculture,"Relationships beteen markets and distributors, enjoining farmers and markets, thruogh digital networking, requires proper planning amongs stakeholders.","Mahusiano kati ya masoko na wasambazaji, kuamuru wakulima na masoko, kupitia mitandao ya dijiti, inahitaji mipango sahihi kati ya wadau.","Kobwatania chichiro amo na oboererania, kobwatania abaremi nechichiro, goetera omoroberio bwegechidichitari dnoganetie oboereria gati baria bakobwaterana ao ao. .",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.885; promoted_from=EKEGUSIICORPUS_4095
AGRI_0896,Agriculture,"Increase your incomes from beans cultivation, by understanding market demands, reduce rotting of your beans harvest, to know how well you can harvest income from markets.","Ongeza mapato yako kutoka kwa kilimo cha maharagwe, kwa kuelewa mahitaji ya soko, kupunguza uharibifu wa mavuno yako maharagwe, kujua jinsi vizuri unaweza kuvuna mapato kutoka masoko.","Kinia okonyora kwao korwa oboremi bweching'ende ase okomanya boronge buna chiganeirie, gokeania ogosareka kwerigesa rieching'ende, agotema komanya buna oragese obuya bwaye nechiro ereo.",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.84; promoted_from=EKEGUSIICORPUS_4096
AGRI_0897,Agriculture,"Increase your coffee incomes and its markets, reduce farm losses of your harvest, and know how best you can harvest.","Ongeza mapato yako ya kahawa na masoko yake, punguza matumizi ya mazao yako, na ujue ni kiasi gani unachoweza kuvuna.","Kinia okonyora kwao korwa chikagwa ase okomanya echiro yaye, gokenia ogosareka kwerigesa riaya, na korogia buna oragese obuya bwaye.",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.831; promoted_from=EKEGUSIICORPUS_4097
AGRI_0898,Agriculture,"Farming using tractors and technology, early planning between farmets and sellers need support in building rapport, and environment as the foundation to boost peasants and the rich together. It's of no profit when a farmer can̈not sell...","Kilimo kwa kutumia matrekta na teknolojia, mipango ya mapema kati ya wakulima na wauzaji inahitaji msaada katika kujenga uhusiano, na mazingira kama msingi wa kukuza wakulima na matajiri pamoja. Haina faida wakati mkulima hawezi kuuza...","Oboremi gotumia ebiragita na tekinorochia, omoroberio omapema gati yabaremi na abagori noro omuya kegima koreta ogsira oboamate gati yabaremi na amasingira buma oboroso bwogosira abataka nabanda amo. Igokonya tikoiyo ekero abaremi abake batanyare koonia...",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.571; promoted_from=EKEGUSIICORPUS_4099
AGRI_0899,Agriculture,The Ministry provides education about crop resilience and proper use of water.,Wizara hiyo hutoa elimu kuhusu uwezo wa kustahimili mazao na matumizi yanayofaa ya maji.,Eminisituri nigo ekorwaogosemia igoro yogwekomereria ekero kieguragura na yogotumia amache buya.,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.893; promoted_from=EKEGUSIICORPUS_4101
AGRI_0900,Agriculture,"Brief bulletin from Agriculture: vision on procedures of clean farming in Kenya (CSA) 2017-2027 ni:progressive agriculture that maneuvers weather patterns, and low carbon production that affects climate change, to ensure food security and supporting government plans nationally. The main context is to enable transformative agriculture, which adds to inhibitions and production of bad emissions. Main aim of thus is to build resiliency and reduce ga s emission from earth and livestock, reduce production costs and firtify food intake for better livelihoods.","Taarifa fupi kutoka Kilimo: maono juu ya taratibu za kilimo safi nchini Kenya (CSA) 2017-2027 ni:kilimo kinachoendelea ambacho kinaendesha mifumo ya hali ya hewa, na uzalishaji mdogo wa kaboni unaoathiri mabadiliko ya hali ya hewa, ili kuhakikisha usalama wa chakula na kusaidia mipango ya serikali kitaifa. Muktadha kuu ni kuwezesha kilimo cha mabadiliko, ambacho kinaongeza vizuizi na uzalishaji wa uzalishaji mbaya. Lengo kuu la hivyo ni kujenga uthabiti na kupunguza uzalishaji wa ga s kutoka kwa ardhi na mifugo, kupunguza gharama za uzalishaji na kuingiza ulaji wa chakula kwa maisha bora.","Eminisitruri yoremi na okogendereria etugo Amangana Ameng'e: Ekerenga kiamotwegia gia'Kenya ase ensemo yoboremi aboikeranu na buna ayio araikerwe (CSA) 2017 â€“ 2026 nigo: oboremi bokonyara korenereria ogoonchoreria kwerire, gokenia embeo eria egosaria rire na kogendera kwamia endagera ase okogenderera sbuna omoroberio okoenekia omoigoto bwendagera gokonya emeroberio yeserikari ya magenderero. Engencho yaye nokorora ng'a oboremi oboremi nerisa bigese ebitokiy, biangoyie ogwekomereria and gokeania embeo eria egosaria rire. Ekerenga ekene nkeria nkeria giokwoagacjha oboremereria na gokeyia embeo eria egosaria rire kor ase oboremi botabwenereti erio kwangoyia omoigoto nendagera eria ebwenerete ase ekoagacha omobere na gokinia ebitoki.",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.407; promoted_from=EKEGUSIICORPUS_4102
AGRI_0901,Agriculture,The Ministry has scheduled irrigation plan in arid and seml arid regions.( ASAL),Wizara imepanga mpango wa umwagiliaji katika maeneo kame na seml. ( ASAL),Omoroberio bweminisituri igoro ogosiarera amche mogondo buna ekiorokererio ekiya aaria chingongo chinyomo (ASAL),,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.797; promoted_from=EKEGUSIICORPUS_4103
AGRI_0902,Agriculture,"The Ministry has urged farmers to learn to harvest water, means of harvesting water.","Wizara imewataka wakulima kujifunza kuvuna maji, njia za kuvuna maji.",Eminisitury yoboremi nigo egosorora abaremi kwegera gotacha amache â€‘ enchera yogotacha amache.,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.854; promoted_from=EKEGUSIICORPUS_4104
AGRI_0903,Agriculture,"Reduce soil erosion through proper cultivation methods, building garbions and terraces and proper drainage, and planting crops like sweet potatoes that persevere wet grounds.","Punguza mmomonyoko wa udongo kupitia njia sahihi za kilimo, kujenga garbions na matuta na mifereji ya maji sahihi, na kupanda mazao kama viazi vitamu ambavyo huvumilia ardhi yenye unyevunyevu.","Tanga obokong'u goetera okorema omogondo buya, gwata emetaro, na gochora ebimeri biria bikonyara koremereria amache amange buna amarabuoni .",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.814; promoted_from=EKEGUSIICORPUS_4105
AGRI_0904,Agriculture,Mobile telephony is the leading platform in digital technology to transform agriculture. They pride as a tool ahead of others that were ever madevin technology uprising.,Simu ya mkononi ni jukwaa la kuongoza katika teknolojia ya digital kubadilisha kilimo. Wao kujisifu kama chombo mbele ya wengine ambao wamewahi kufanywa katika mapinduzi ya teknolojia.,Chisimi cha koboboko nigo chire igoro mono ase egechidichitari na tekinorochia ase okorenta oboonchoreria ase oboremi. Nigo bagwetogeria ogoonchoreria kwa bwango buna etanya koba rinde ase amatumisi a tekinorochia ebekireaiaga eng'e...,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.829; promoted_from=EKEGUSIICORPUS_4106
AGRI_0905,Agriculture,"Farmers in a family of more than 10,000 in Latin America soon they're going ahead in embracing digital solutions and leave behind barriers of market accessibility.","Wakulima katika familia yenye watu zaidi ya 10,000 katika Amerika ya Latini upesi wanaenda mbele katika kukubali masuluhisho ya kidijitali na kuacha vizuizi vya upatikanaji wa soko.","Abaremi abange begefamiria goetania 10,000 fense ya Latin America bwango iga mbabe bagoikera omoroberio bwegechidichitari erio kobua ebigocha bibarigereretie ase ogosoa chichiro na...",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.829; promoted_from=EKEGUSIICORPUS_4107
AGRI_0906,Agriculture,Morning s3ssion.utilizing a project by world bank to expand data and digital technology in agriculture.,Asubuhi s3ssion.kutumia mradi wa benki ya dunia kupanua data na teknolojia ya kidijitali katika kilimo.,CHINSEMO CHIA MAMBIA. â€¢ Korengangania chiprochekiti chia ebngi yense kogarei obokoreri bwomobaro na egechidichitari na chidichitari yegetekinorochia ase oboremi Digital Technologies in Agriculture.,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.837; promoted_from=EKEGUSIICORPUS_4108
AGRI_0907,Agriculture,A national workshop is to be launched to create awareness on importance of farming based on technology.,Warsha ya kitaifa itazinduliwa ili kujenga uelewa juu ya umuhimu wa kilimo kulingana na teknolojia.,Omoroberio bwokworokereria bwense yaito igoro yengencho yoboremi obuya bwetekinorochia bwatangasirwe.,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.727; promoted_from=EKEGUSIICORPUS_4109
AGRI_0908,Agriculture,Atleast 45% risk to face diverse calamities frim such regions. Test blog A.digital agriculture: is important in helping small holder farmers.,Angalau 45% hatari ya kukabiliana na majanga mbalimbali katika maeneo kama haya. Blogu ya majaribio A.kilimo cha dijiti: ni muhimu katika kusaidia wakulima wadogo.,Ang'e 45 pase emia bense ase ase ogoakwa nemebasekano aao ao bechingongo echio. test Blog Â· Oboremi bwegechidichitari: nobwengencho ase ogokonya abaremi bemegondo emeke...,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.676; promoted_from=EKEGUSIICORPUS_4110
AGRI_0909,Agriculture,A new agreement on the sale of avocado by importing to increase revenues among farmers in Muranga and Kiambu.,Makubaliano mapya juu ya uuzaji wa parachichi kwa kuagiza ili kuongeza mapato kati ya wakulima huko Muranga na Kiambu.,Okobwatana okoyia gwokoonia chafokado gocuhia isiko gokinia ebitoki ase abaremi aria Murang’a ana Kiambu.,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.925; promoted_from=EKEGUSIICORPUS_4111
AGRI_0910,Agriculture,A new platform has been launched to bring together farmers and buyers.,Jukwaa jipya limezinduliwa ili kuwaleta pamoja wakulima na wanunuzi.,Chinchera chinyia chiachakirwe kobwatania abaremi gochia abagori gotaertera monto onde.,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=1.0; promoted_from=EKEGUSIICORPUS_4112
AGRI_0911,Agriculture,"Not only does maje it difficult for women to access loans to start agribusiness and ecpand,but it hinders their hidden potential to reach out on other issues of agriculture and market access of different crops.","Sio tu kwamba ni vigumu kwa wanawake kupata mikopo ili kuanzisha biashara ya kilimo na ecpand,lakini inazuia uwezo wao uliofichwa wa kufikia masuala mengine ya kilimo na upatikanaji wa soko la mazao mbalimbali.","Tari rioka egekongia goikera amakobeso ase abaremi abangina gochaka oboremi bwabo na kobaogarei, korende boigo nigo egokeyia goikera ebirengerererio binde ase oboremi nechiro amo noboremi borengete abagori berigesa riao.",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.781; promoted_from=EKEGUSIICORPUS_4113
AGRI_0912,Agriculture,"Target: Main aim of JP is to continue transforming farming policies through digital technology, courtesy of teamwork with every other team players...","Lengo: Lengo kuu la JP ni kuendelea kubadilisha sera za kilimo kupitia teknolojia ya kidijitali, kwa hisani ya kazi ya pamoja na kila wachezaji wengine wa timu...","Ekerenga: Ekerenga ekenene gia JP nokogendereria oboikeranu bwoboenania bwendagera goetera okobwatania kwegechidichitari, tgoetera okwangoyia gwokobwaterana na bonsi...",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.757; promoted_from=EKEGUSIICORPUS_4114
AGRI_0913,Agriculture,Opinion and knowledge. Digital agriculture: is a great deal in helping farmers of small scale land to defeat COVID 19. A- village voice. Inclusivity. Progressive program that supports IFAD.,Maoni na maarifa. Kilimo cha dijiti: ni mpango mkubwa katika kusaidia wakulima wa ardhi ndogo kushinda COVID 19. A- sauti ya kijiji. Ujumuishaji. Programu inayoendelea inayounga mkono IFAD.,Okorengereria na aya Ime. Oboremi bwegechidichitari: egento ekenene gokonya abaremi bemegondo emeke kobua emechando yendwari ya COVID-19 Â· Okogania Kwebinyoro. Kobwaterera: IFAD-omoroberio okonyire ...,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.762; promoted_from=EKEGUSIICORPUS_4115
AGRI_0914,Agriculture,"Other issues that can hamper farming TFPG is delay to reach markets and loans, and pertinent issues as it deserves agriculture together with...","Masuala mengine yanayoweza kuzuia kilimo cha TFPG yanachelewa kufikia masoko na mikopo, na masuala yafaayo kwa kadiri yastahilivyo kilimo pamoja...","Ebinto binde biranyare kogocha oboremi TFPG nokonyorwa goikera echiro na amakobeso, na amangana ande abeene buna ebwenerete korenda oboremi amo na ...",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.69; promoted_from=EKEGUSIICORPUS_4116
AGRI_0915,Agriculture,Follow closely early warning signs about hailstorms brought by KMD to preoare a farmer and to guard your livestock products.,Fuata kwa makini ishara za mapema za onyo kuhusu dhoruba za mvua za mawe zinazoletwa na KMD ili kuwalinda wakulima na kulinda bidhaa zako za mifugo.,Beka ebirengererio kegima korora bwango ogcha kwamagena embura una korure na KMD terio kogonya kobanga na korenda oboremi bwao bwetugo na ayabwatekaine.,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.831; promoted_from=EKEGUSIICORPUS_4120
AGRI_0916,Agriculture,Great resolutions including individuals in a summit meeting G20. Finance and agriculture of G20 in Washington DC.. na..,Maazimio mazuri ikiwa ni pamoja na watu binafsi katika mkutano wa kilele wa G20. Fedha na kilimo cha G20 huko Washington DC.. na ..,Amangana engencho yomonto na aya okoinyoria nabwatekaine nokowa amangana amanene as omosangerekano obeene o G20 Bwechibesa na Oboremi korwa Omominisita o Washington D.C. na...,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.815; promoted_from=EKEGUSIICORPUS_4121
AGRI_0917,Agriculture,"Poultry farmers in America apply vaccines of Marek disease, to protect poultry from virus transmission .","Wafugaji wa kuku huko Amerika hutumia chanjo za ugonjwa wa Marek, kulinda kuku kutokana na maambukizi ya virusi.",Abatugi bechingoko ba US babwatire oboremi â€™s kobeta chingoko chisindani nigo kogotanga amarwaire yembeo ao ao ase chingoko.,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.748; promoted_from=EKEGUSIICORPUS_4122
AGRI_0918,Agriculture,"Learn how to safeguard your environment to following land use management procedures, water and other ecosystem in the farm.","Jifunze jinsi ya kulinda mazingira yako kufuata taratibu za usimamizi wa matumizi ya ardhi, maji na mfumo mwingine wa ikolojia shambani.","Egera obokoreri bwamasingira ase okobwatia chingencho omoroberio chiria okorenda riroba, amache, nebitonwa binde ase omogondo oo.",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.705; promoted_from=EKEGUSIICORPUS_4123
AGRI_0919,Agriculture,"Good farming practices has changed the face of agriculture targetting markets digitally, other technology, contribute to release of data and...","Mazoea mazuri ya ukulima yamebadili hali ya kilimo kulenga masoko kwa njia ya kidigitali, tekinolojia nyingine, huchangia kutoa data na...","Oboremi oboikeranu, amangana igoro yoboremi na ogoikerania oboremi bwegechidichitari nechiro, agti y tekinorochia chinde, nigo bigoikerania omobaro bwegechidichitari na",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.822; promoted_from=EKEGUSIICORPUS_4124
AGRI_0920,Agriculture,Smart agriculture has transformed our farm to reach out on levels expected for a farm with due regards to that particular land as it follows.,Kilimo mahiri kimebadilisha shamba letu kufikia viwango vinavyotarajiwa kwa shamba kwa kuzingatia ardhi hiyo kama ifuatavyo.,Oboremi oboikeranu bwaretire ogoonchoreria ase emegondo yoboremi igoetera ogoikerania ebirengo bwebinto biria bikobekwa mogondo koreng'ana kweriroba ria ase ayio buna ebwatekanete...,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.672; promoted_from=EKEGUSIICORPUS_4125
AGRI_0921,Agriculture,"Agricultural progression applying digital know-how in the fight against COVID 19, and ...laying foundation for conservation,..IFAD has been warned to desist from bad mentality.","Maendeleo ya kilimo kwa kutumia ujuzi wa kidijitali katika vita dhidi ya COVID 19, na ... kuweka msingi wa uhifadhi,.. IFAD imeonywa kuacha mawazo mabaya.","Okogenderera ase enchera yogotumia oboremi bwegechidichitari korwania COVID-19, amo na ... Kobeka oboroso bwobogachi,. IFAD yabetereriigwe gotagora ebirengererio bitari biaboronge...",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.768; promoted_from=EKEGUSIICORPUS_4126
AGRI_0922,Agriculture,"Progressive land use to the extent of guarding gas emissions to skies.( through. Farming that protects the soil. A. Guard on the correct ratio of fertiliser to guard carbon, so that you harvest more..","Matumizi ya ardhi yanayoendelea kwa kiwango cha kulinda uzalishaji wa gesi angani. ( kupitia. Kilimo kinacholinda udongo. A. Linda uwiano sahihi wa mbolea ili kulinda kaboni, ili uvune zaidi..",Segeta chinchera chingiya chiokorenda riroba erio goikerania kobwata embeo eria egosaria rire (goetera. Oboremi boria bokorenda riroba. Â· Renda ebirengo bisaine biobwoyo ogondo erio kogesa...,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.429; promoted_from=EKEGUSIICORPUS_4128
AGRI_0923,Agriculture,The best method of harvesting and storage is vital in safeguarding sweet potatoes . Laern on best practices of selecting best potatoes and preserving them.,Njia bora ya kuvuna na kuhifadhi ni muhimu katika kulinda viazi vitamu . Laern juu ya mazoea bora ya kuchagua viazi bora na kuzihifadhi.,"Enchera engiya yokesa na kogach rigesa nobwenencho ase okorenda oboikeranu bwamarabwoni ao. Egera igoro yengencho engiya yogochora amarabwoni, koyabera ebirengo na buna okoyagacha.",,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.804; promoted_from=EKEGUSIICORPUS_4129
AGRI_0924,Agriculture,Experts say that engineering genetics has a capacity to defer challenges in farming: preservation on..,Wataalam wanasema kuwa genetics ya uhandisi ina uwezo wa kuahirisha changamoto katika kilimo: uhifadhi kwenye..,Obamanyi bwegeinchinia mbore neriiranerio ng'a chinguri chiogotanga emechando emenge ase oboremi: gotumeka buya kwa ...,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.748; promoted_from=EKEGUSIICORPUS_4130
AGRI_0925,Agriculture,"Take charge of discovery in agriculture and how can patent seedlings(IP), safeguard your knowledge like launching a new item and root development.","Chukua jukumu la ugunduzi katika kilimo na jinsi ya miche ya hati miliki (IP), inawezaje kulinda maarifa yako kama kuzindua bidhaa mpya na ukuzaji wa mizizi.",Renda chingecho chia chioboremi amo na embusuri enyia ase okomanya buna okorenda obomanyi bwao (IP) oboronge buna boria bwokorosia egento ekeyia and oboronge bwogokeborana kwebimeri .,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.755; promoted_from=EKEGUSIICORPUS_4131
AGRI_0926,Agriculture,"PSA urges on the best agriculture application by using home base manure, to maintain health soil.","PSA inashauri matumizi bora ya kilimo kwa kutumia mbolea za msingi za nyumbani, ili kudumisha udongo wenye afya.",PSA nogo egosegeta enchera yogotumia obwoyo bwekweroseria goera eubi ao ao erio kogesa afia engiya ase riroba riao,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.732; promoted_from=EKEGUSIICORPUS_4133
AGRI_0927,Agriculture,SA sensitizes on disease control on livestock as well as health tips.,Wanyevu wa afya juu ya udhibiti wa maradhi juu ya mifugo na vilevile madokezo ya afya.,PSA: nkwegeria bareigoro yogotanga amarwaire yetugo nechingencho chiobochenu chirure.,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.897; promoted_from=EKEGUSIICORPUS_4138
AGRI_0928,Agriculture,Announcement to farmers in arid regions to embrace water conservation and practice irrigation.,Tangazo kwa wakulima katika maeneo kame kukumbatia uhifadhi wa maji na kufanya mazoezi ya umwagiliaji.,Ogokurerwa gochia abaremi igoro yogosiarera amache mogondo orengete obogachi obuya bwamache aria chinsemo chinyomo.,,,,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.937; promoted_from=EKEGUSIICORPUS_4139
