row_id,PSA_ID,Domain,English,Kiswahili,Ekegusii,has_ekegusii,len_outlier,reviewer_verdict,reviewer_notes
1756,2437,Security,Children in areas like Northern Kenya face abduction and recruitment into armed groups. Security agencies must prioritize their safety.,Watoto katika maeneo kama Kaskazini mwa Kenya wanakabiliwa na utekaji nyara na kuajiriwa katika vikundi vyenye silaha. Mashirika ya usalama lazima yape kipaumbele usalama wao.,Abana bare chinsemo chiria buna Kenya ya Irianyi nigo ere raisi ase bare koibwa na gosoigwa ase ebiombe biobokebago. Ebiombe bieserikari goika birwe birigerie ayio ase okobarenda.,True,False,,
1032,1545,Health,Employers should provide breastfeeding breaks and spaces to support maternal and child health.,Waajiri wanapaswa kutoa mapumziko ya kunyonyesha na nafasi ili kusaidia afya ya mama na mtoto.,Àbàriku barwa amabaga yokogonkia na gosegeta abangina bakogonkia,True,False,,
1466,2073,Agriculture,"Learn about Plant Variety Protection rights and how they encourage the development of new, improved maize varieties.",Jifunze kuhusu haki za Ulinzi wa Aina za Mimea na jinsi zinavyohimiza uundaji wa aina mpya na zilizoboreshwa za mahindi.,"Egera komanya igoro yebimeri ao ao, oboronge bwokwerenda na buna oranyare koa moyo abande kogendereria, embego engiya yebituma.",True,False,,
1234,1773,Health,"Empowering farmers living with HIV/AIDS a crucial step towards sustainable agriculture, community well-being","Kuwawezesha wakulima wanaoishi na VVU/UKIMWI ni hatua muhimu kuelekea kilimo endelevu, ustawi wa jamii",Gosegeta abaremi bamenyete na enyamoreo negetambokero kiengencho ase okogendereri oboremi nechinka,True,False,,
2743,3557,Governance,"The Continuous Voter Registration (CVR) resumes on Monday, 29th September, 2025.","Usajili Endelevu wa Wapiga Kura (CVR) utaanza tena Jumatatu, tarehe 29 Septemba, 2025.",okogenderera g'okwirikia gwa abaaki chikura nochake naende bene etichirimo yechitariki 29 omotienyi oikomi narimo.,True,False,,
420,627,Education,Learn farming! Enroll in agricultural vocational courses.,Jifunze kilimo! Jiandikishe katika kozi za ufundi za kilimo.,Soma iogoro yoboremi! Soa ase ekosi yoboremi.,True,False,,
2551,3355,Governance,"Having an eCitizen account allows Kenyan citizens to have access to all government services, while Foreigners/Residents users have access to some government services conveniently through one click of signing in.","Kuwa na akaunti ya eCitizen huwawezesha raia wa Kenya kupata huduma zote za serikali, huku watumiaji wa wageni/wakazi wakipata huduma za serikali kwa urahisi kupitia mbofyo mmoja wa kuingia.","Koba nesatifiketi ya eCitizen nigo egokonya abaKenya gosoa na konyora obokoreri ao ao ase eserikari, abwo ase abanto bakorwa isiko yense boigo bagoikera obokoreri bweserikari goetra okobata rimo rioka ientaneti.",True,False,,
1083,1600,Health,State Dept. promoting millet and sorghum blends as pilot menu in adaptation to climate-resilient diets.,Idara ya Jimbo inakuza mchanganyiko wa mtama na mtama kama menyu ya majaribio katika kukabiliana na lishe zinazostahimili mabadiliko ya hali ya hewa.,Orosagia rwa eserekali ngosegeta ere oboremi rwa obori na amaemba komentwa ase chindagera chia amatemwa korwana na ogoonchoka kwa erire,True,False,,
2755,3569,Governance,Livestock PS urges administrators to inform residents of govt projects,Katibu Mkuu wa Mifugo awahimiza wasimamizi kuwafahamisha wakazi kuhusu miradi ya serikali,omoriki obotambe ase ewizara yobotugi obaboririe abagambi komanyia abanto bonsi amagenderero yeserekari.,True,False,,
2038,2721,Security,Youths are advised to reject alshabaab propaganda to avoid premature death or such hefty jail sentences.,Vijana wanashauriwa kukataa propaganda za alshabaab ili kuepuka kifo cha mapema au vifungo hivyo vikali vya jela.,Abasae basemiigwe kwanga amangana alshabaab aporopaganda gotanga ogokwa kwabwango buna etarenge engencho yogokwa gose gosibwa echera engaki entambe.,True,False,,
1274,1818,Agriculture,"201. Effect of varying desmodium and maize harvesting regimes on their yields and growth attributes within the ""Push- Pull"" intercropping ...","201. Athari za mifumo tofauti ya uvunaji wa desmodium na mahindi kwenye mavuno na sifa zao za ukuaji ndani ya kilimo mseto cha ""Push-Pull"" ...",201. Rigesa rigiya ndianyorekanete koburania ebituma nekemeria gia deimidiam as engencho yogosegeta koburukania ebimeri biendagera amo nebimeri binde amo nemete gokoreta ekiriri as ebimeri.,True,False,,
2100,2789,Security,Stakeholders including police chiefs and counselors trained in GBV community policing and awareness in Kisumu County,Wadau wakiwemo wakuu wa polisi na washauri waliofunzwa kuhusu ulinzi na uhamasishaji wa jamii kuhusu GBV katika Kaunti ya Kisumu,Abanto bonsi amo nabasikari na baria bonsi batagegete oborendi amo nabasemia basomiigwe igoro komanyia abanto igoro yobobe bwogochaya gose gokorera abande bobe ase enncho yeki bare aaria ekaonti ya Kisumu,True,False,,
1119,1637,Health,Early testing helps protect the unborn baby from HIV transmission.,Kupima mapema husaidia kumlinda mtoto ambaye hajazaliwa kutokana na maambukizi ya VVU.,Okorengwa kwa bwango ngokonye omwana ataraiborwa tombokerigwa enyamorao,True,False,,
1260,1803,Health,"By paying attention to those around you, you might save a life! Prioritising mental health in the workplace is just as crucial for those working from home. Mental health challenges can affect anyone; they don't discriminate. Wherever you are working from, taking care of your mental health can improve your productivity and overall happiness. Lets break the stigma and make mental health a priority!","Kwa kuwajali wale walio karibu nawe, unaweza kuokoa maisha! Kuweka kipaumbele katika afya ya akili mahali pa kazi ni muhimu vile vile kwa wale wanaofanya kazi kutoka nyumbani. Changamoto za afya ya akili zinaweza kumathiri mtu yeyote; hazibagui. Popote unapofanyia kazi, kutunza afya yako ya akili kunaweza kuboresha uzalishaji wako na furaha yako kwa ujumla. Tuvunje unyanyapaa na tufanye afya ya akili kuwa kipaumbele!","Ase okobarengereri baria bagoetanaine, nabo ogokonya obogima! Nengencho engiya kobeka amangana aya motwemotwe obochenu bwobongo ensemo yemeremo na baria bagokora emeremo korwa chinka Obokongu bworwaire bwobongo nabo bokonyora onde bwensi; mbori gwanchereria Ande onsi ogokora emeremo, korenda obochenu bwobongo mbonyare gosegeta okwama okuya asegasi yago na omogoko oogo ase obwagare",True,False,,
196,249,Education,Enforce uniform policies 2023.,Timiza sera za sare 2023.,Ikerania amachiko yechianga chikobekwa ase esukuru 2023.,True,False,,
1770,2451,Security,Families should include children in disaster drills and ensure they know emergency contacts.,Familia zinapaswa kuwajumuisha watoto katika mazoezi ya majanga na kuhakikisha wanawajua watu wa dharura.,Chifamiri goika chisangie abana babo amo koroberia buna baranyare gotange omorero tibwateka sobo na ekero bwatekire ase bagotamera gochia nechinamba chiesimi barangerie konyora ogokonya.,True,False,,
535,897,Education,Radio Taifa CBC lessons air from 10:00 AM to 11:00 AM daily.,Masomo ya Radio Taifa CBC hurushwa hewani kuanzia saa 10:00 asubuhi hadi saa 11:00 asubuhi kila siku.,Eredio Taifa ngosomia ere gochakera chinsa 0 chia mambia kera rituko igoro ya CBC.,True,False,,
2198,2910,Security,"A civic observance commemorated Saba Saba protest victims, spotlighting grievances over unresolved police brutality cases.","Maadhimisho ya kiraia yaliwakumbuka waathiriwa wa maandamano ya Saba Saba, yakiangazia malalamiko kuhusu kesi za ukatili wa polisi ambazo hazijatatuliwa.","Rituko riokoinyoro ogokwa kwa baria bare korobererekana ria Saba Saba, mabaorogotie ogotaisaneka igoro yobororo bwamanag'ana atarakwanerwa neserikari igoro buna abasikari batari gokora emeremo yabo koreng'ana namachiko ase abakorobererekana.",True,False,,
2268,3028,Security,Authorities warn that extremists may continue targeting critical infrastructure.,Mamlaka yaonya kwamba watu wenye msimamo mkali wanaweza kuendelea kulenga miundombinu muhimu.,Aborai bwarure ogokurerwa ng'a ebibago biogosaria abanto amongo mbirengete goaka ebikoreri ao ao bioborendi biserikari.,True,False,,
848,1348,Health,"When we open up and talk about what is affecting our mental health, those issues become bearable. They become less distressing, less overwhelming and less worrying. Reach out to us on 1199 and we will be there for you.","Tunapofungua na kuzungumzia kinachoathiri afya yetu ya akili, masuala hayo yanakuwa rahisi kuyavumilia. Yanakuwa hayana usumbufu mwingi, hayalemei sana na hayana wasiwasi mwingi. Wasiliana nasi kwa 1199 nasi tutakuwepo kwa ajili yako.","Ekero tokoigoka twakwana igoro y’ebinto bigochanga afya y’amongo aito, ching’ana echi nigo chikogusua. Nigo chigotiga goichania, tichiri koritoa naende tichirigotwara omoichano omonge. KWana n aintwe ase 1199 naintwe ntweariganie ase eng’encho yao.",True,False,,
1935,2617,Security,"If you see a power cable fallen, stay away and call 999 immediately.","Ukiona kebo ya umeme imeanguka, kaa mbali na upigie 999 mara moja.","Korarore omorande bwesitima ogwete inse, toika ang,e rangeria enamba ya morero ya porisi 999 otari konyorwa.",True,False,,
1517,2149,Agriculture,Push-pull technology is an approach which involves using repellant plants (silver leaf desmodium) to push pests away from the main crop and ...,Teknolojia ya kuvuta kwa kutumia sumaku ni mbinu inayohusisha kutumia mimea inayofukuza wadudu (silver leaf desmodium) ili kuwafukuza wadudu kutoka kwenye zao kuu na ...,Ogosegeta omoroberio otekinorochia nenchera ierengete goyumia ebimeri biria bigoseria ebimeria biri bende bikorenta emechando mogondo (amato edesimodiamu) goseria ebichuni na amakonde korwa ebimeri osimegete mogondo...,True,False,,
2502,3303,Governance,"Members of the public are encouraged to support this initiative by sharing information on suspicious activities and joining efforts to protect communities, especially the youth, from the dangers of drug and substance abuse, NPS said.","Umma unahimizwa kuunga mkono mpango huu kwa kushiriki taarifa kuhusu shughuli zinazotiliwa shaka na kujiunga na juhudi za kulinda jamii, hasa vijana, kutokana na hatari za matumizi mabaya ya dawa za kulevya na dawa za kulevya, NPS ilisema.","Abanto bonsi basegetirwe kobwatisia omoroberio oyo ase okobwaterana goetera okomanyia abasikikari igoro yebikoru bare nechitang'utang'u nabirobio na ase oboama korende ebinyoro biabo, mono kegima abasae, kporwa ase omochando bwamariogo nebinto bigotindia, NPS batebete.",True,False,,
2423,3222,Security,Report economic crimes and procurement fraud to demonstrate community commitment to justice.,Ripoti uhalifu wa kiuchumi na ulaghai wa ununuzi ili kuonyesha kujitolea kwa jamii kwa haki.,Manyia abarai igor obosaria bwobogoko nobokengeka ase okogora chitenda chieserikari buna enchera yokworokia okobwaterana nebinyoro gokora ekeene.,True,False,,
2581,3389,Governance,"The Committee carries out public participation, obtains the views of the members of the public on the Bill and prepares a report within the period specified above.","Kamati hutekeleza ushiriki wa umma, hupata maoni ya umma kuhusu Muswada na huandaa ripoti ndani ya kipindi kilichoainishwa hapo juu.","Ekomiti nkoarigania ere chinkwana, konyora ebirengererio bia abanto igoro yerichiko na korosia eripoti ase chingaki chiria chibekire abwo igoro.",True,False,,
2363,3160,Security,KEPHIS increases border surveillance to curb biosecurity risks.,KEPHIS huongeza ufuatiliaji wa mipaka ili kupunguza hatari za usalama wa kibiolojia.,Ekeombe keria gekorosia chimbusuro chiogosimeka na gochibaga (KEPHIS) kiagesire obomongeria ase chimbebe gotanga ogosoigwa gwechimbego chiapandia na gotanga amarwaire ase oboremi.,True,False,,
1010,1521,Health,"Men,its okay to talk about your mental health.Speaking up is a sign of strength.","Wanaume, ni sawa kuzungumzia afya yako ya akili. Kuzungumza ni ishara ya nguvu.","Abasacha, mbuya gokwana igoro yobochenu bwobongo Ogokwana nekemanyererio gia chinguru",True,False,,
2781,3604,Governance,MALINDI COHESION CALLS Residents urged to be wary of politicians sowing seeds of discord Local leaders want action taken against politicians propagating hate,WITO WA UMOJA WA MALINDI WAWAKILISHA Wakazi kuwa waangalifu na wanasiasa wanaopanda mbegu za kutoelewana Viongozi wa eneo hilo wanataka hatua zichukuliwe dhidi ya wanasiasa wanaoeneza chuki,okoraria kwobomo ime ya malindi. abamenyi basabirwe kobagikeria baria bakorenta amang'ana yogoatananeka aseigo abarai baborie abanasiasa bonsi koimekerigwa egetambokero kierichiko bonsi abagosimeka ogoatanananeka.,True,False,,
2393,3192,Security,"Use community platforms to educate on disaster preparedness, emergency numbers, and safety protocols","Tumia majukwaa ya jamii kuelimisha kuhusu maandalizi ya maafa, nambari za dharura, na itifaki za usalama","Tumia emesangerekano yebinyoro komanyia na gosomia abanto buna baranyare kwerenda korwa emechando, chinamba chiesimi korangeria ogokonywa, namachiko oborendi.",True,False,,
697,1121,Education,Train on child protection 2023.,Mafunzo kuhusu ulinzi wa mtoto 2023.,Somia igoro yokorenda abana 2023.,True,False,,
2659,3473,Governance,The County Government has issued a directive requiring members of the public to take advantage of.,Serikali ya Kaunti imetoa agizo linalowataka wananchi kutumia fursa hiyo.,Eserekari yechi kaunti yakureire abamenyi gokorera ribaga eriga,True,False,,
1277,1821,Agriculture,"4th Floor, Bank of Agriculture building, 162 Independence Avenue, Central Business District Abuja, Nigeria. aatf Telephone : +234 9 4605480; aatf@aatf-africa.","Ghorofa ya 4, Jengo la Benki ya Kilimo, 162 Independence Avenue, Wilaya ya Biashara ya Kati Abuja, Nigeria. aatf Simu: +234 9 4605480; aatf@aatf-africa.","Enyomba ya igoro ya kane yebengi yo'oboremi, 162 oboeto bwobosibore omochie ogati bwomochie bwa'Abuja Nigeria enamba yesimi: +234 9 4605480; aatf@aatf-africa.",True,False,,
557,920,Education,Report exam malpractice to KNEC hotline 0800721490 during national exams.,Ripoti makosa ya mtihani kwa simu ya dharura ya KNEC 0800721490 wakati wa mitihani ya kitaifa.,Manyia KNEC igoro yoboibi bwa amatemwa goetera enamba yamorero 0800721490 ekero kia amatemwa,True,False,,
414,621,Education,Lead the way! Participate in school leadership elections.,Ongoza njia! Shiriki katika uchaguzi wa uongozi wa shule.,Kabe motwe! Kabe oyomo ase okorigia gochorwa buna omorai bwesukuru.,True,False,,
1335,1891,Agriculture,"Boost productivity in poultry farming through improved breeds, feeding, housing, and healthcare practices.","Kuongeza tija katika ufugaji wa kuku kupitia aina bora za kuku, ufugaji, malazi, na mbinu za afya.","Gokinia ebitoki ase oboremi bwechingoko ase enchera ya ogokeborana embusuro yaye ase engencho yengoko entwoni yegredi as engoko yekegusii korenta embusuro eng'a, okorageria, egesumu gwechingoko, na oborendi obuya.",True,False,,
543,905,Education,Rebuild safely! Restore classrooms after floods.,Jenga upya kwa usalama! Rejesha madarasa baada ya mafuriko.,Irorera amaagacho buya! Irania ebirasi biesukuru buna biare nyuma yetoigo.,True,False,,
2797,3620,Governance,Lamu residents urged to protect wildlife for future generations' benefit,Wakazi wa Lamu wahimizwa kulinda wanyamapori kwa manufaa ya vizazi vijavyo,Abamenyi ba Lamu baborigwe korenda ching'iti chiorosana erio koenekia ebigori birache mbikonyeke korwa ase ching'iti echio.,True,False,,
2303,3083,Security,Corruption threatens security and growth. Report unethical conduct to safeguard public resources.,Rushwa inatishia usalama na ukuaji. Ripoti mwenendo usio wa kimaadili ili kulinda rasilimali za umma.,Obokengeka nokokosia ase aborendo namagenderero. Karwe eripoti yebikoru ore nechitangutangu gose ogokora gotabwenereti gochia ase abarai korena obonda bwebinyoro na Kenya.,True,False,,
450,790,Education,No child left behind: 100% transition from primary to secondary enforced nationwide.,Hakuna mtoto aliyeachwa nyuma: Mpito wa 100% kutoka shule ya msingi hadi shule ya upili unatekelezwa kote nchini.,Mwana taro oratigare magega: 1Emia ase emia (00%) goika bamboke korwa chisukuru chioboroso gochia chisekenderi obekirwe chinguru onsi Kenya.,True,False,,
2618,3431,Governance,"On the recruitment day, candidates must report to designated centres by 8am with the original and copies of their academic certificates, ID cards, birth certificates, and, where applicable, NYS discharge certificates with at least a 'GOOD' conduct rating.","Siku ya kuajiri, wagombea lazima waripoti katika vituo vilivyoteuliwa ifikapo saa 2 asubuhi wakiwa na cheti halisi na nakala za vyeti vyao vya kitaaluma, vitambulisho, vyeti vya kuzaliwa, na, inapohitajika, vyeti vya kufukuzwa vya NYS vyenye angalau ukadiriaji wa 'GOOD' wa mwenendo.","Rituko riria riokwerika, baria bakorigia chikura goika bemanyie ase chisenta chiria chiogoaka chikura chinsa ibere chia mambia ama nechisatifiketi chiabo buna basomete, Ekebande kiabo, Ekebande giokoiborwa, na ase ekonyarekana, esatifiketi yamasomo korwa ekeombe kiobokoreri bwa abasae (NYS) gekworokia buya buna ebikoru bioyio bire.",True,False,,
2271,3033,Security,Advisory highlighting increased terrorism threats in the United States and urging vigilance and reporting of suspicious activities.,Ushauri unaoangazia ongezeko la vitisho vya ugaidi nchini Marekani na kuhimiza uangalifu na kuripoti shughuli zinazotiliwa shaka.,Ogokurerwa korwa eserikari kwamanyirie abanto igoro yokogeseka kwobokebago bwokoruta chipomu aaria America na koboria ng'a babe maiso na komanyia ase obwango gento kende gionsi bare nechitang'utang'u nakerokio.,True,False,,
2251,2999,Security,Kenya and the United Kingdom opened a modern Anti Terrorism Police Unit headquarters in Mombasa to enhance coastal security capacity.,Kenya na Uingereza zilifungua makao makuu ya kisasa ya Kitengo cha Polisi cha Kupambana na Ugaidi huko Mombasa ili kuongeza uwezo wa usalama wa pwani.,Kenya amo na United Kingdom Bigoire polisi enyia buna oboikaranso bwaye obonene aaria Mombasa etenerete gotanga obokebago bwokoruta chipomu gokong'ia oborendi boetanaine enyancha.,True,False,,
2698,3512,Governance,"Canada wishes IEBC success in #ECVR2021, urges citizens to register as their vote matters.","Kanada inaitakia IEBC mafanikio katika #ECVR2021, inawasihi raia kujiandikisha kwani kura zao ni muhimu.","Canada yaganeirie IEBC chingaki chingiya ase obokoreri bwaye #ECRV2021, ni koa omoyo abaaki chikura berike ekiagera chikura chiabo nechi' engecho enene",True,False,,
946,1457,Health,All deliveries should be conducted by skilled birth attendants at health facilities. This ensures safer births and immediate care in case of complications.,Uzazi wote unapaswa kufanywa na wakunga wenye ujuzi katika vituo vya afya. Hii inahakikisha uzazi salama na huduma ya haraka iwapo kutatokea matatizo.,Okoiborigwa kogwenerete gokoru na'bamanyi ase chinyagitari .Eye nigo ekoenekia okoiboirigwa okuya na obokonyi bwa bwango obokong'u boisa kobao,True,False,,
2458,3258,Security,Educate on resolving land inheritance disputes for women.,Kuelimisha kuhusu kutatua migogoro ya urithi wa ardhi kwa wanawake.,Somia abanto komanya buna bagokora emechando yemegondo korwa okoboko oko gochia okonde ase abang'ina.,True,False,,
1920,2602,Security,Avoid public USB charging stations They can steal your data.,Epuka vituo vya kuchajia USB vya umma. Vinaweza kuiba data yako.,Erende korwa nogochacherigwa esimi yao nomorande o USB. Ebi nabo biraibe amang'ana ao.,True,False,,
1936,2618,Security,Secure heavy furniture to walls to prevent tip-over accidents with children.,Funga samani nzito kwenye kuta ili kuzuia ajali za watoto zinazotokea wakati wa kuanguka.,Torerania ebinto buna eborogo gose chimesa chidito nyomba ase chinyasi gokonya hitichigwera abana ekero bagotema korina igoro.,True,False,,
1856,2538,Security,"We advise Kenyans not to share photos of their ID, NHIF or voters card on Facebook job groups. These details are being harvested for fraud","Tunawashauri Wakenya kutoshiriki picha za vitambulisho vyao, NHIF au kadi za wapiga kura kwenye vikundi vya kazi vya Facebook. Maelezo haya yanakusanywa kwa ajili ya ulaghai.","Nigo togosemia abanto ba Kenya tibasanga chipicha chibibande chiabana babo, chiria chia nyagitari (NHIF ) gose chikadi chiogoaka chikura ase okorigia emeremo goetera Facebook. Amangana aya yabana bao nigo agotumika gokora obosaria.",True,False,,
2345,3140,Security,KNCHR urges action on human rights abuses and safety risks.,KNCHR yahimiza hatua kuchukuliwa dhidi ya ukiukwaji wa haki za binadamu na hatari za usalama.,Ekeombe keria ekenene giokorwanerera oboronge bwanyabwanto (KNCHR) giasabire egetambokero igoro yogokorerwa bobe goge kogosereria oborendi bwomonto.,True,False,,
32,44,Education,All dormitories must have emergency exits ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ inspection starts Dec 1!,Bwenzi wote lazima wawe na njia za dharura za kutokea - ukaguzi unaanza Desemba 1!,"chinyomba chiokorara chionsi goika chibe nemerangu ya nyuma gogotamera ekero kiobong’u, omoroberio korora ng’a ayio aikeranigwe nochake etariki eyemo omotienyi 12",True,False,,
2205,2918,Security,"JLTM NGO documented over 500 protest-related arrests, urging release of minors and access to legal representation.","Shirika lisilo la kiserikali la JLTM lilirekodi zaidi ya watu 500 waliokamatwa kuhusiana na maandamano, likihimiza kuachiliwa kwa watoto na kupata uwakilishi wa kisheria.","JLTM NGO mbarigete goetania abanto500 abarobererekani babwatetwe, na kobori ng'a babwatokwe ara rimo na mono abana abake na baegwe oborongo bwokoegererwa kemachiko.",True,False,,
67,80,Education,Assess teacher performance via TPAD 2025.,Tathmini utendaji wa walimu kupitia TPAD 2025.,Renga komanya buna abarimu bagosomia abana goetera ebirengero bieserikari (TPAD 2025),True,False,,
463,811,Education,Open schools! Enroll refugee children in education.,Fungua shule! Waandikishe watoto wakimbizi katika elimu.,Igora chisukuru! Anchera abana ba baria batamire chisegi korwa sobo ase chisemi.,True,False,,
2837,3674,Governance,EACC urges counties to strengthen anti-corruption measures and safeguards https://t.co/ZCAhESe8wb,EACC yahimiza kaunti kuimarisha hatua na ulinzi dhidi ya ufisadi https://t.co/ZCAhESe8wb,Ekeombe giokorwania obokurumi ime yense kiarure okoboria gochia ase chikaunti goting'ia chinchera nebitambokero chiokorwania obokurumi.https.,True,False,,
2692,3506,Governance,IEBC urges citizens to unconditionally embrace peaceful elections & shun violence that is retrogressive to our economic growth and social cohesion.,IEBC inawasihi raia kukumbatia uchaguzi wa amani bila masharti na kuepuka vurugu ambazo zinarudisha nyuma ukuaji wetu wa uchumi na mshikamano wa kijamii.,IEBC yaboririe abamenyi gochika gotaiyo ase okorenda omorembe ase chikura na koanga chiburaburu echio chigotoirani magega keboncjoreri na okoigwanana ase ebinyoro,True,False,,
2806,3629,Governance,"NATIONAL ID PROCESSING Public urged to collect documents from respective constituencies Mwaura: 660,000 IDs awaiting collection 600,000 citizens have applied for new documents","USAFIRISHAJI WA VItambulisho VYA TAIFA Umma wahimizwa kukusanya hati kutoka maeneo bunge husika Mwaura: Vitambulisho 660,000 vinasubiri kuchukuliwa Raia 600,000 wameomba hati mpya","Omoroberio bwokorosia ebibande. Abanto.bonsi baborigwe koagara amabuko yokorigia ebibande korwa ase chiobisi chiechinsemo chiabo chiechibunge ime yense, otebire omowaziri Mwaura. Ebibande 660,000/= biganyete koagarwa naboigo amaborio yebibande binde 600,000 bigendererete koareganigwa.",True,False,,
2285,3057,Security,Opening of the Coast Regional Anti Terrorism Police Unit headquarters to improve responses to terrorism cases.,Kufunguliwa kwa makao makuu ya Kitengo cha Polisi cha Kupambana na Ugaidi Mkoa wa Pwani ili kuboresha majibu ya kesi za ugaidi.,Ogochaka na koigorwa kwegekosi gia Porisi aaria chinsemo chia Mombasa buma oboikaranso bwaye obonene erio gokinana nobokebago bwokoruta chipomu gokongia gokinanan nobokebago obwo.,True,False,,
873,1375,Health,Scientists have found that a mosquito species blamed for malaria transmission in eastern and southern Africa has developed resistance to a long-used insecticide in the region.,Wanasayansi wamegundua kwamba aina ya mbu inayolaumiwa kwa maambukizi ya malaria mashariki na kusini mwa Afrika imekua na upinzani dhidi ya dawa ya kuua wadudu ambayo imekuwa ikitumika kwa muda mrefu katika eneo hilo.,"Abanasayansi banyorire ng'a eumbu ekoambokeria Esosera Africa ya mocha na irianyi, yatwarire okonara na korwania eriogo ria ogoita chiumbu erio riatumekire ase engaki entambe ase chinsemo echio.",True,False,,
544,906,Education,Recover learning! Join remedial classes after floods.,Pata nafuu ya kujifunza! Jiunge na madarasa ya tiba baada ya mafuriko.,Recover learning! Join remedial classes after floods.,True,False,,
2328,3116,Security,Youth and public engaged through integrity clubs at Eldoret Show.,Vijana na umma wameshirikishwa kupitia vilabu vya uadilifu katika Eldoret Show.,Abasae nechinkwana chebinyoro goetra ebiombe bioboene aaria Eldoret chiokworokia igoro oboremi.,True,False,,
2772,3595,Governance,The Baringo Ecosystem: Residents take up conservation agenda Residents urged to guard against exploitation,Mfumo Ikolojia wa Baringo: Wakazi waanza ajenda ya uhifadhi Wakazi wahimizwa kujilinda dhidi ya unyonyaji,Ebinto biria bietanaine mwanyabanto Baringo: Abamenyi koimokia egetambokero yokorenda ebitoetanaine ase barure okoboria bw'oborendi korwa ase obotumeki obobe.,True,False,,
789,1284,Health,Ban on all public gatherings extended to May 29 to curb the spread of Covid-19.,Marufuku ya mikusanyiko yote ya umma yaongezwa hadi Mei 29 ili kupunguza kuenea kwa Covid-19.,"Ogokanwa kwemesangererekano ao ao gosukigwa goika omotienyi o gatano 29, erio gokeyia Covid 19",True,False,,
776,1269,Health,You have to be registered to get the COVID-19 vaccine. You can do this at the nearest health facility or be registering on the MOH_Kenya website (http://health.go.ke). All you need is your ID card. Kindly assist your elderly relatives to get registered,Lazima uwe umesajiliwa ili kupata chanjo ya COVID-19. Unaweza kufanya hivi katika kituo cha afya kilicho karibu au kujiandikisha kwenye tovuti ya MOH_Kenya (http://health.go.ke). Unachohitaji ni kitambulisho chako. Tafadhali wasaidie jamaa zako wazee kujiandikisha.,"Goika bwerike erio konyora esindani ya Covid 19. Nabo okwerika ase enyagitari ere ang’e nasore, gose ase etuvuti ya MOH_Kenya (http://health.go.ke). Ekio oganetie nekebande kiao. Konya abakoro kwerika.",True,False,,
957,1468,Health,Caregivers are advised to keep the umbilical cord clean and dry. Do not apply substances like ash or herbs as they may cause infections.,Walezi wanashauriwa kuweka kitovu kikiwa safi na kikavu. Usipake vitu kama majivu au mimea kwani vinaweza kusababisha maambukizi.,Abareri nigo baborigwe korenda ekenyogu ki'omwana kebe ekerabu naende gekamogete. Mbabaisa goaka ebinto buna ribu gose emete yorosana ekiagera nigo birarente amarwaire,True,False,,
2322,3108,Security,The Kenya Integrity Plan expands oversight and training across all counties.,Mpango wa Uadilifu wa Kenya unapanua usimamizi na mafunzo katika kaunti zote.,Omoroberio o'Kenya igoro yobwegenwaiogareeirie obomongeria nokwegerigwa ase chikaonti chionso.,True,False,,
679,1051,Education,Support teachers! Train educators for refugee students.,Wasaidie walimu! Wafunze waelimishaji kwa wanafunzi wakimbizi.,Sira abarimu! Egeria abasemia sase abana ba baria batamire chisegi korwa chinse chiabo.,True,False,,
2022,2705,Security,Use tracking devices for valuable items like electronics and vehicles.,Tumia vifaa vya kufuatilia vitu vya thamani kama vile vifaa vya elektroniki na magari.,Beka erori yao ebinto biria biranyare koyebwatia gose koyerora ase ere ekero yaibirwe nebinto binde bia bionsi biingencho.,True,False,,
331,418,Education,Grow your business! Join agribusiness vocational courses.,Kuza biashara yako! Jiunge na kozi za ufundi za kilimo.,Kinia oboonchoreria bwao! Soa chikorechi chia inse chiria chogosomia chikosi chioboremi.,True,False,,
2666,3480,Governance,The IEBC urges the public to report any incidents of ahead of the upcoming to strengthen governance.,IEBC inawahimiza umma kuripoti matukio yoyote kabla ya wakati ujao ili kuimarisha utawala.,IEBC yasegetire abamenyi korwa chiropoti kengima kobwatekana nobochori erio gotingia oboteneneri,True,False,,
794,1290,Health,CDC launches a campaign promoting hand hygiene to prevent disease spread.,CDC yazindua kampeni ya kuhimiza usafi wa mikono ili kuzuia kuenea kwa magonjwa.,CDC gochaka ekampeini ya ogosiira gosibia amaboko erio gotanga okoambokeria amarwaire.,True,False,,
763,1242,Education,Work and learn! Join vocational training at Kiambu Industrial Park.,Fanya kazi na ujifunze! Jiunge na mafunzo ya ufundi katika Hifadhi ya Viwanda ya Kiambu.,Kora emeremo kogosoma! Batania ogosoma aaria Ekorechi ya Kiambu Industrial Park yobobundi Nochusi .,True,False,,
2043,2726,Security,"Disturbance of peace, incitement, looting, and vandalism remain unlawful.","Uvunjifu wa amani, uchochezi, uporaji, na uharibifu wa mali bado ni kinyume cha sheria.","Ogoturubania omorembe, ogosegeta abanto, okiba, na gosaria ebinto nigo bire mamincha yerichiko.",True,False,,
