PSA_Id,Domain,Class,English,Ekegusii
1363,Health,PSA,"Over the last 24 hours we have tested over 300 Kenyans, out of those 22 have tested positive for covid-19 (13-males, 9-females). 21 out of the 22 cases are people who are currently in quarantine","Ase chinsa 24 chiaetire, twarengire abakenya goetania 300, ase abwo, abanto 22 baenekigwe gotwara COVID -19 (13-abasacha, 9,abasubati).
 Ase abwarwaire abwo 22,21 mbaria babekire ensemo na gotangwa gotara ase' engecho ya ogotanga kombwakera."
1364,Health,PSA,"Religious leaders under World Council of Churches urge governments and donor countries to increase Global Fund support, to aid sustainable responses to HIV, tuberculosis, and malaria.","Abarai be chidini nse' ya oborai bwe chikanisa ase ense engima,bakoboria chiserekari na Chinse chia okorwa obokonyi,komenta obokonyi Bwa ekegancha Kia ense erinde gondereria emeroberio ya oborwaria Bwa enyamoreo,Esese na Esosera."
1365,Health,PSA,"The US government’s freeze on foreign aid, especially through USAid has caused major disruptions in Kenya’s health sector, particularly in HIV, malaria, and tuberculosis programmes that heavily rely on donor support.","Gotenenia obokonyi gochia chinse chia isiko gw'Eserekali ya America mono goetera USAID kwaretire obotutukanu ase ensemo ya obochenu ase ense ya kenya,monomono ase emeroberio ya oborwaria Bwa Enyamoreo, Esese na Esosera,eyio egosemeria ase obokonyi obwo."
1366,Health,PSA,There is no local transmission of malaria in Nairobi. If you have been a full time resident of Nairobi and you get sick with fever the probability that it is malaria is close to zero.,"Koambokera kwa Esosera tikoiyo, ime ya ensemo ya Nairobi. Onye kore omomenyi o Nairobi rioka ase engaki entambe na enyarekane kwarwarire na gotwara riberera,okonyarekana gwa okoba ne Esosera tikoiyo."
1367,Health,PSA,Rising temperatures elevate the risk to Nairobi's malaria-free status,"Ogokina Kwa riberera,gokomenta okonyarekana Kwa Esosera gotabao ase ensemo ya Nairobi"
1368,Health,PSA,"Malaria mortality rate rises to pre-pandemic levels, WHO report shows at least 597,000 people succumbed to the disease last year.","Eripoti koru ase WHO nigo ekoorokia buna amakweri korua ase Esosera amentekanire goetania ebirengo magega ya ogoateka . Ase nse pi abanto 597,000,mbasiretie amagima kobwatekana na Esosera omwaka oera."
1369,Health,PSA,"Mission for Essential Drugs and Supplies suspends orders for USAID-funded essential drugs, move likely to affect the distribution of HIV and malaria drugs","Ekeombe Kia Amariogo aria aganirie mono, gotenenia okobagwa Kwa amariogo ye eng'echo korua ase USAID, egetambokero keranyare koreta obokong'u ase okobagwa Kwa amariogo a Esosera na Enyamoreo."
1370,Health,PSA,"Devastating flooding in South Sudan is affecting around 1.4 million people, with more than 379,000 displaced, according to a United Nations update that warned about an upsurge in malaria.","Embura embe y'eora ase ense ya south Sudan yaretire obokong'u ase abanto 1.4million na goetania 379,000 baborirwe ase okomenya kobwatekana na okoraria gwa ekeombe Kia Obomo Bwa Chinse ekio kiabete kegokurera okomentekana ase Esosera."
1371,Health,PSA,"The Ministry of Health has reassured the public that there will be no shortage of essential drugs, including those for malaria, HIV/AIDS and TB for at least the next one year. ",Ewizara ya Afya yabaenekeirie abakenya buna amariogo ye ng'echo takobora gose gokea amo na aya Enyamoreo na esese ase omoaka oyomo okobwatia.
1372,Health,PSA,Kenya to release genetically modified mosquitoes to fight malaria,Kenya gosokia chiumbu chionchoire amanyinga/DNA chinyare korwania malaria
1373,Health,PSA,"To lower cases of HIV/AIDS, Tuberculosis and Malaria, and enhance the vaccines and immunisation programme in the country, I have proposed Sh28.7bn for the Global Fund and Sh4.6bn for vaccines and immunisation programmes.","Gokeiyia oborwaire bwa Enyamoreo, Esese na Esosera na kogendereria emeroberio ye'chisindani chia ogotanga amarwaire aya, ase okorora kwane ndatebe, sh28.7 billion ase ekegancha gi'Ense na sh4.6bilion ase emeroberio ya chisindani chia ogotanga amarwaire."
1374,Health,PSA,"You are six times more likely to get malaria if you visit Busia, Tana River, Kakamega, Bungoma, Kilifi, Kisumu, Trans Nzoia, Elgeyo Marakwet and Nandi counties, according to the latest data from the Ministry of Health.","Kobwatekana na eripoti ya bwango iga korua ase Ewizara ya Afya, nabo ekonyarekana mara gatano na rimo aye korwara malaria ,koratarere chikaunti chya ,Busia,Tana River,Kakamega,Bungoma,Kilifi, Kisumu,Trans Nzoia,Elgeyo Marakwet na Nandi."
1375,Health,PSA,Scientists have found that a mosquito species blamed for malaria transmission in eastern and southern Africa has developed resistance to a long-used insecticide in the region.,"Abanasayansi banyorire ng'a eumbu ekoambokeria Esosera Africa ya mocha na irianyi, yatwarire okonara na korwania eriogo ria ogoita chiumbu erio riatumekire ase engaki entambe ase chinsemo echio."
1376,Health,PSA,"Malaria's gendered burden: Recent floods heighten risk for women, girls","Omosigo Bwa Esosera ase abakungu/abasacha:
 Embura enyinge nigo ekomenta okonyarekana Kwa obobe gokorekana ase abasubati na chinyaroka"
1377,Health,PSA,"The Health Ministry also said the 2023/2024 mass net distribution campaign was launched in Homa Bay County on November 15, 2023, with 830,862 nets distributed, covering 91 percent of registered households.","Ewizara ya obochenu nigo yateba ,omoroberio Bwa okoenana chineti ase obonge nigo ochagetwe ase ekaunti ya Homabay chitariki 15, November 2023, na chineti kobagwa goika 830,862, igo goikerania ekerengo Kia 91% ase chinyomba chiarigetwe."
1378,Health,PSA,Communities in Baringo fight back against malaria with local solutions and mosquito nets,Ebinyoro ime ya Baringo korwania oborwaire bwa Esosera ase ogotumia ching'encho chiabo amo na chineti.
1379,Health,PSA,"A malaria vaccine tested in Kenya gains WHO prequalification, costing as low as Sh300, becoming the world's second vaccine on the global prequalified list.","Eriogo ria esindani y'ogotanga Esosera, riabeire rigotemwa ase Ense ya Kenya rianyarire goancherwa na goetigwa ase ekerengo egetang'ani na WHO. Nigo rikoonigwa sh.300, naende riabeire esindani ya kabere ase amariogo aria aetirigwe ase ekerengo ekio ."
1380,Health,PSA,"Global Fund, through the Kenya Medical Supplies Agency, is distributing mosquito nets in malaria-endemic regions across the country","Ekegancha gi'ense, goetera ase ekampuni y'okobaga amariogo amo na ebinto ao ao bi'oborwaria, nkobagakere chineti ase chinsemo ao ao chi'Ense ya Kenya chiria chibwate Esosera kera engaki ."
1381,Health,PSA,"Malaria mortality has fallen back to levels seen before the Covid-19 crisis, the WHO said Wednesday, but called for faster progress against the disease that killed nearly some 597,000 people last year.","Ogosiri obogima goetera ase oborwaire bw'Esosera gwakeire goikera ekerengo kiarenge nyuma ya Ogoateka gwa COVID-19, WHO yatebete rituko ria tichi gatato, korende gekagania amagenderero abwango korwania endwari eye, yagerete abanto 597,000 gosiria amagima abo,omwaka oera."
1382,Health,PSA,10.9m treated mosquito nets to be distributed across 22 counties in fight against Malaria,"Chineti chie'chiumbu 10.9m chibekire eriogo ,kobagwa ase chikaunti 22 ase esegi ya okorwania Esosera."
1383,Health,PSA,"Kenya signs six Global Fund grants amounting to Sh59.7 billion to support HIV, TB and malaria interventions; funding to strengthen health and community systems over three years.","Kenya kobeka eseii obokonyi bwa chibilioni sh.59.7 korua ase ekegancha gi'ense'/Global Fund, echio chigokonya gosira emeroberio ya oborwaria Bwa Enyamoreo Esese na Esosera, ogoakana oko nigo kogokong'ia oborwaria naboigo chitini chiebisaku ase emiaka etato"
1385,Health,PSA,World Malaria Day: Kenya Joins the World in Commemorating Malaria Day.,Rituko ria Esosera ase Ense: Kenya kobwatekana na ense engima ase okoarigania na gochengera rituko ria Esosera ria Ense .
1386,Health,PSA,There is a silver lining in the fight against malaria after Kenya was listed alongside 12 other African countries set to receive 18 million doses of the first-ever malaria vaccine in the next two years,Amagenderero amaya nareo ase esegi y'okorwania Esosera kobwatia Kenya kobarwa amo na Chinse chinde 12 chia Afrika echio chirengire koegwa chidosi 18million chia esindani entang'ani ya eriogo ri'ogotanga Esosera ase emiaka ebere ekobwatia.
1387,Health,PSA,"Counties in the northern part of Kenya are recording a high prevalence of malaria, a trend that is worrying scientists, especially with the invasion of a new species of mosquito in the country.","Chikaunti ase ensemo ya Sugusu ya Kenya korikia okomentekana okonene ase Esosera, eng'ana yaretire ogoichana ase abaringoria, mono kobwatia ogotoka gwe'chiumbu chingeni ime y'ense."
1388,Health,PSA,The Ministry of Health is planning to conduct a massive malaria vaccination drive after the WHO warned of a surge in mosquito-borne diseases due to global warming,Ewizara ya Obochenu yarobeirie ekampeini enene ya esindani ya eriogo ria ogotanga Esosera nyuma ya WHO koraria okomentekana ase amarwaire aria akoambokerigwa na chiumbu kobuatia ogokina Kwa riberera ase Ense.
1389,Health,PSA,Fight against malaria faces fresh threat from new deadly mosquito species,Esegi ya okorwania Esosera gotwara esosobe enyia koru ase chiumbu chingeni echire chimbe mono.
1390,Health,PSA,The Kenya Medical Research Institute (Kemri) has dispatched a team of experts to Marsabit to collect samples for tests after nine people died.,Ekiombe kiobotuki bw’obonyagitari (KEMRI) giatomire abanto babo marsabit korenga abanto magega ya abanto kianda gosiria amagima abo.
1391,Health,PSA,"Kenya receives 10,700 doses of Mpox vaccine to curb disease spread, Health Ministry says; 67 cases confirmed since July 2024.","Kenya yanyorire chidosi 10,700 chiesindani ya ogotanga Mpox erinde gotanga okoambokeria .Ewizara y’Oborwaria nigo yateba koru omotienyi o gatano na kabere, abanto 67 banyorire oborwaire obo."
1392,Health,PSA,"Kenya confirms surge in Mpox cases, tally now at 137 with Busia, Mombasa and Nakuru counties leading with highest number of infections.","Kenya yaenekirie okomenteka ase okoambokera Kwa Mpox, na goikera bono, abarwaire nigo bare 137 ase chikaunti chia Busia,Mombasa na Nakuru chitang’aine ase okoambokera kwa igoro."
1393,Health,PSA,"36 cases of Mpox reported so far in Kenya, two persons admitted and one patient receiving home-based care.","Goikera bonoiga, abanto 36 baenekigwe gotwara oborwaire bwa MPOX ime ya Kenya, abanto babere batangire nyagitari na oyomo akorwarerigwa nyomba ."
1394,Health,PSA,Kenya confirms three new Mpox cases in Busia; Health Ministry warns of a high risk of importing Marburg and Ebola viruses from neighboring Tanzania and Sudan.,Kenya yaenekirie abanto batato gotwara oborwaire bwa MPOX ase ekaunti ya Busia. Ewizara ya Afya yakureire okonyarekana gw'okwambokeria ebirusi bya Marburg na Ebola korwa Chinse jirani chia Tanzania na Sudan.
1395,Health,PSA,"WHO extends Mpox alert, says virus remains public health emergency of international concern, 37,000 cases recorded with 125 deaths since 2024.","WHO yamentire gokurera igoro ya Mpox, yatebire ng’a ebinyinyi ebio nigo biatigaire koba omoaganano ase oborwaria ense engima, okoambokerigwa 37,000 kwarekotigwe na abanto bakure 125 koru 2024"
1396,Health,PSA,"The Ministry of Health has confirmed three new Mpox cases in Busia County, bringing the total number to 42 since the outbreak in July 2024.","Ewizara ya Oborwaria yaenekirie abanto bande batato korwara MPOX ase ekaunti ya Busia, yaikirie enamba y'abarwaire goika 42 koru ogoateka Kwa Mpox,julai 2024"
1397,Health,PSA,"The Ministry of Health has confirmed two new Mpox cases, bringing the total number of infections to 33 since the outbreak began.","Ewizara y'Oborwaria yaenekirie abanto bande babere gotwara MPOX , yamentire esabu yonsi koba 33 koru ogoateka."
1398,Health,PSA,"Every day, we are vulnerable to a new outbreak, disease, pandemic or virus. Recent ones include the Marburg virus, Mpox, Ebola, Zika and the nightmarish experience we faced during the Covid-19 pandemic.","Kera rituko, ntore ase obokong'u bwokonyora oborwaire obonyia,gose ogoateka Kwa oborwaire bonde bwensi .
 Chindwari chia ange iga ng'amo na Mpox, Ebola, Zika na obokong'u obobe twaetera engaki ya ogoateka Kwa COVID-19"
1399,Health,PSA,"Five new Mpox cases confirmed in 12 counties, including Nakuru and Mombasa, raising the total to 28; Health CS Deborah Barasa reports one death and eight under care.","Abwarwaire bande batano koenekigwa koambokerigwa Mpox ase chikaunti 12,ase echio Nakuru na Mombasa kobao.
 Omoriki o botambe bw'Oborwaria CS Deborah Barasa otebire ase abwo,oyomo osiriri obogima bwaye na 8,mbagenderetete korwarigwa."
1400,Health,PSA,"Kenya confirms two new Mpox cases in Kericho and Taita Taveta counties, raising total to 33; Health Ministry urges schools to enhance safety measures to curb spread.",Kenya yaenekirie abanto babere bande koambokerigwa Mpox ase chikaunti chia Kericho na Taita Taveta goikia enamba yonsi ase amo abarwaire 33.Ewizara y'Oborwaria yasabire chisukuru gokong'ia emeroberio y'ogotanga okoambokerigwa.
1401,Health,PSA,"Kenya's Ministry of Health has urged citizens to strictly adhere to mpox preventive measures as the number of cases continues to rise, with children being particularly vulnerable.","Ewizara y'Oborwaria yabasabire abakenya kobwatereria mono ebitambokero bia ogotanga okoambokera Kwa Mpox, kobwatia okomentekana Kwa abanto barwarete,na abana koba ase obokong'u mono bw'okwambokerigwa."
1403,Health,PSA,"A healthy mind drives workplace success. Prioritizing mental health boosts morale, reduces stress, and improves productivity","Obongo bobwate afya engiya nigo bokorenta obobui as'emeremo ogokora.
 Gotang'ania afya y'obongo nigo gokomenta omokia as obogima, gwakeania ebirengererio, na komenta ebitoki/amagenderero."
1404,Health,PSA,"Taking care of your mental health is as important as your physical health. A healthy mind leads to a happier, healthier life.","Korenda afya y'ebirengererio biao nabo ebwate oborito buna korenda afya y'omobere oo.
 Obongo bobwate afya engiya nigo bokorenta obogima obuya bobwate afya."
1405,Health,PSA,"What do you do to prioritize mental health?
Talking about it is a great first step.","Ninki orakore koa afya y'obongo ribaga rigiya?
 Gotwara chinkwana igoro yaye nase agiya yogochakera."
1406,Health,PSA,"Ministry of health has confirmed the first coronavirus case in Kenya. The Kenyan citizen returning from the US to Nairobi via London on 5th March. She was confirmed positive by the national influenza lab. However, the patient is stable","Ewizara y'Oborwaria okwambokerigwa ogotang'ani kw'ebinyinyi bia Korona ime ya Kenya. Omokenya oyuo orenge koirana koru US goetera London aike Nairobi chitariki 5 Machi. Nigo atogete n'ebinyinyi magega y'okorengwa n'enyomba y'oborengi bw'ebinyinyi y'eserekari. Nonya nabo, omorwaire oyuo mbuya are."
1407,Health,PSA,Gov't calls for wearing of masks as country battles 6th Covid-19 wave,Eserekari yarure ogochika kobeka chimaski buna ense egendererete korwani omorindo o 6 o Covid-19
1408,Health,PSA,"All public gatherings meetings, games, events, church crusades have been suspended. Churches can have services as long as they have sanitizer. Schools to remain open but inter school games are cancelled","Emesangererekano yonsi, chigosori, emeyega amo na emesangererekano yechikanisa yatenenigwe. Chikanisa nabo chikoba ne chimisa chiabo onye rioka chikobeka esabuni yogosibia amaboko. Chisukuru nabo chigotigara koigorwa korende chigosori gati ye chisukuru chiatenenigwe."
1409,Health,PSA,Mandatory wearing of masks in public and open spaces is now lifted,Richiko ri'okobeka chimaski ase abanto abange na isiko riarusigwe aroro.
1410,Health,PSA,"Your health is our priority! No one should face TB alone. Get tested early and access FREE treatment at your nearest public health facility.
Together, we can end TB in Kenya!",Afya yao ney'eng'encho ase tore. Onde taiyo oganeire korwani TB ere bweka. Rengwa mapema onyore okogwenigwa kwa bosa ase enyomba y'oborwaria ere ang'e naye. Ase obomo nabo tokonyara gokora TB ime ya Kenya.
1411,Health,PSA,"By recognizing the humanity of individuals with mental illnesses, we can cultivate a more compassionate and understanding society.
If you or someone you know needs psychosocial support, please don't hesitate to reach out to us at our toll-free number, 1199","Ase okomanya obonyamwanabanto bw'abanto abare na amarwaire y'obongo, ntonyare gokinia eamate ebwate amabera na obomanyi obonge. 
 Onye aye gose omonto omanyete naganetie obokonyi bw'ebirengererio, koranche tonyorwa gokwana naintwe goetera ase e'namba yaito y'esimi etari goakanerwa, 1199"
1412,Health,PSA,"Educate yourself on mental health issues, so that you can be an ambassador of change, speaking against mental health stigma. Stigma & discrimination are major barriers to accessing mental health services. Choose to live an empowered life, fight the stigma.","Esemie ase amang'ana ya oborwaria bw'obongo, erinde obe omoteneneri bw'oboonchoreria, okonengeta ase amang'ana ya oborwaria bw'obongo. Okonengeta ne eyemo ase ebikongo ebinene ase abanto korigia korwarigwa oborwaire bw'obongo.
 Chora komenya obogima Bwe chinguru ,rwania okonengeta."
1413,Health,PSA,"Take a journal and note down how your days are and how you're feeling.

Examine your thoughts written over time and soon they become clearer and hidden thoughts and feelings come to the surface to bring a more complete light to the situation.","Bwata egetabu,rika inaki amatuko ao are, nakomenta buna oigwete.
 Erigererie na gotuka ebirengererio biago biria kwarigete korua nyuma na bwango iga ebirengererio ebio bikogusua na biria biebisete biarorekana naboigo yarenta oborabu ase eng'ana eyio."
1415,Health,PSA,There is no health without mental health,Borwaria tiboiyo one oborwaria bw'obongo tiboiyo
1416,Health,PSA,"Take a deep breath and relax. Listen to your body. If youre really tired, give yourself time to sleep. Without good sleep, our mental health suffers and our concentration goes downhill. Sometimes the world can wait.","Ng'usa omoeso omana gotoerera.Tegerera omobere oo.Onye kwarosire mono,twara chingaki chi’ogotimoka. Kero totarikonyora chitoro boikeranu, ebirengererio biato nigo bigochandeka. Ebirengererio biato nigo bikogenda inse. Chinsa chinde tiga ebinto binde biratimoka."
1417,Health,PSA,Responding to mental health issues for people with disabilities is critical.Do you know someone who would need someone to talk to?SMS support to 20767 to get access to a counsellor.,"Goikerania amagania y’oborwaria ase abanto babwate ebirema nokw’engencho mono. Inee, nomanyete monto onde oganetie oyo agokwanera? Toma emesechi “support” gochia 20767 erio onyore omosemia."
1418,Health,PSA,Healthy minds create healthy workplaces. Lets foster environments that prioritize mental health and support employees well-being,"Ebirengererio bichenegete, ebigokonya korenta obuya ase ogokora egasi .
 Tiga torosie ase emeremo agaya tosire oborwaria bw'obongo na abakoria egasi bachenegete na baikeranete ase chinsemo chionsi."
1419,Health,PSA,"Mental Health Check-Up Time!Mental Health Check-Up Time!
Your mental health is just as important as your physical health. Take a moment to check in with yourself today.
1. How are you feeling emotionally?
2. Are you getting enough rest?
3. Are you eating well?
4. Have you been active lately?
5. Do you need to talk to someone?
Remember, it's okay to seek help if you need it. Your mental well-being matters!","Oborwaria bw’obongo bwao nigo bore obw’engencho buna oborwaria bwa kemobere. Ira chinaki bwe’ringorie rero.
 
 1.Naki bweigwete enkoro?
 2.2. Inee, nkonyora ore ogotimoka goisaine?
 3.Inee, nkoragera ore buya?
 4.Inee, kwabeire kogokora a masoesi bwango iga?
 5.Inee, noganetie gokwana n’omonto?
 Inyora ng’a, mbuya korigia obokonyi ekero oboganetie. Obongo bwao oboikeranu n’egento kiengencho!"
1421,Health,PSA,"Safe walking and cycling contributes to healthier lives preventing Non- Communicable diseases such Cancer, diabetes and hypertension and improves ones mental health","Ogotara okuya na okorundia enyange nigo bigosiira obogima obuya, biatanga amarwaire atarikoambokera buna Cancer,Esukari na presha naboigo koreta oborwaria bw'obongo ase omonto ."
1422,Health,PSA,"Alcohol addiction is a severe issue affecting many Kenyans, and the prevalence of illicit brews in the Mt. Kenya region exacerbates this problem. Local health facilities need to be well-equipped to handle mental health issues, which can drive people into alcohol addiction","Okonywa amarwa goetania, n’omochando omonene ase Abakenya abange, na amarwa amatari ase chinsemo chia Mt. Kenya nigo akomenta omochando oyo. Chinyagitari nchibwenerete gotwara ebinto bia obokonyi na koebanga gokonya emechando ya obirengererio ebio bikogera abanto gosoa ase okonywa amarwa goetania."
1423,Health,PSA,"Women face unique challenges in addiction treatment such as trauma, mental health, stigma & caregiving roles. Gender responsive care are is not optional, it is essential","Abasubati nigo bakonyora emechando ya bene ase oborwaria bw'oboswanya, buna ogochandeka ebirengererio, oborwaria bw'obongo, okonengetwa naboigo na egasi ya korenda abanto bande. Obokonyi botarigwancherera basacha gose abakungu tari ng'ana riogochora, neriengencho mono."
1424,Health,PSA,Schools can be safe havens for mental health education,Chisukuru Nabo chikonyara koba chieng'encho mono ase obosemia bw'oborwaria bw'obongo/ebirengererio.
1425,Health,PSA,Set boundaries and fuel your mind with positive vibes,"Ebekere chimbebe ,na gokinia obongo bwango ase amang'ana Amaya y'ogokinia."
1426,Health,PSA,"This Mens Mental Health Awareness Month, lets break the silence. Society often tells men to ""be strong,"" but real strength lies in acknowledging your struggles and reaching out.

1. Speaking up isnt weaknessits courage.
2. Your feelings are valid.
3.You dont have to face it alone.

Whether its stress, anxiety, depression, or just feeling overwhelmed your mental health matters. Talk to a friend, a counselor, or a support group. Asking for help is a sign of strength, not failure.
 You are human. You deserve support. You are not alone.","Ase Omotienyi oyo bwokoraria obosemia igoro ya oborwaria bw'obongo bwa Abasacha,Totige gokira,tokwane.Twanarire gotebia Abasacha babe abakong'u ,korende ogokong'a boronge nogoitaba emechando na korigia obokonyi.
 
 1.Gosanga gose gokwana tari borosu, ne'chinguru
 2.Nchera ende yonsi okoigwa ,mboronge.
 3.Torwania emechando yao aye bweka. 
 
 Oborwaria bw'obongo bwao nigo bore bw'engencho, neba n'ebirengererio, gose omoroso. Kwana n'omosani, omosemia, gose ekeombe ki'obokonyi. Koboria obokonyi nokworokia chinguru, tari okogwa."
1427,Health,PSA,"Did you know? Your sleep quality directly affects your mental health!

1.Aim for 7-9 hours of restful sleep each night.
2. Avoid stimulants like caffeine or drugs before bed they disrupt your Zzzs!
Prioritize your rest, recharge your mind, and wake up refreshed!","Nomanyete? Enchera okorara chitoro nigo chigokuna oborwaria bwebirengererio biago.
 
 1.Renga korara ase chinsa7-9 kera obotuko.
 
 2.Etange na amariogo amo na ebinyugwa buna ekahawa nyuma otarara, ebikogosareria chitoro
 Beka motwe ogotimoka kwago, chaji obongo bwango ,erio oboke gosasogete!"
1429,Health,PSA,"Sports and exercise offer a multifaceted approach to preventing substance use during school breaks. They provide structure, boost mental health, foster social connections and help students build healthy habits that protect against risky behaviors","Chigosori na ebisaisi nigo bikonya ase chinchera ao ao,gotanga obokoreri bw’amariogo ya oborebi chingaki chi’erusa yechisukuru.
 Ebigokonya korenta omoroberio, gosira oborwaria bw’ebirengererio,korosia oboamate Obuya na gokonya abana be’chisukuru koagacha chingencho chindonge echio chikobatangakoru ase chitabi chimbe."
1430,Health,PSA,"Just like your annual doctors visit, your mind deserves a check-up too","Buna ekero okogenda nyagitari kera omwaka korora omonyagitari, obongo bwao nabwo mboganeti korengwa."
1431,Health,PSA,"Feeling low?  Reaching for alcohol wont lift you up  its a depressant that can make things worse.

Choose real healing: talk to a counselor, join a support group, or reach out for help.","Ochandegete ebirengererio? Konywa amarwa tikogokoa chinguru, neriogorigosaria amang'ana mono.
 
 Chora okogwena okoronge, Gamba na omosemia na kwebeka amo na ekeombe Kia ogokonyana, boigo Nabo ogokwana naintwe ase obokonyi"
1432,Health,PSA,"Fuel your body, feed your mind!
What you eat, how you move, and what you avoid directly shapes your mental health.

Choose clean eating, stay active, and say NO to harmful substances.

Your future self will thank you!","Kae omobere oo chinguru, rageria obongo bwao!
 
 Keria okoria, orogendo rwao na keria otari gokora nigo bikwagacha afya y'ebirengererio. 
 Chora koria obochena, genderera gokora amasoesi na otebe YAYA ase ebinto birarete amakong'u.
 Obomonto bwao bwa bosio mbokoiraneria mbuya."
1433,Health,PSA,"Stressed about money? Dont gamble with your mental health!
When finances feel overwhelming, its tempting to chase ""quick fixes"" like gambling or substance usebut these only make things worse. Instead, take control by seeking free financial counseling and building healthy money habits.
Your mental health matters. Choose smart solutions over short-term risks.","Nobwate ebirengererio igoro ye chibesa? Toaka oboche na afya yao y'obongo. 
 Ekero chibesa chiaichoire, nigo chigokoa ebirengererio bia ""chinchera chia bwango"" buna oboche gose gotumeka amariogo yogotindi-korende ebi nigo bigokora amangana koba amabe goetereria. Ribaka riaye rigia chinguru chi'okorigia obomanyi bwe chibesa otari gwakanera na koagacha chingencho chingiya chie chibesa..
 Afya yao y'obongo ney'engencho. Chora chinchera chingiya kobua obokongu bw'engaki enke."
1435,Health,PSA,Consider therapy or counseling. A mental health professional can provide strategies to cope with stigma and help you develop a positive self-image,Rengereria obogwenia gose ogokwanerwa kw’obosemia. Omomanyi bw’oborwaria bw'obongo nabo akorwa chinchera chi'okorwania obokongu obo na gokonya kwemanya buya aye omonyene.
1436,Health,PSA,Societal pressures and gender-based discrimination can contribute to stress and mental health challenges.,Okobetererigwa korwa ase eamate na ogwanchereria gw'ensemo eyemo yoroiboro nabo bikorenta ebirengererio ebinge na obokong'u bwe'eafya y'obongo.
1438,Health,PSA,Understanding mental health issues can empower you to challenge misconceptions. Share accurate information with friends and family to promote awareness and reduce stigma,Koba n'obomanyi bw'amangana y’oborwaria bw'obongo nkonyare kogokonya gokona ebirengererio bio gosiria. Sanga chinkwana chingiya na abasani na efamilia egere ekinie koigwanana na gokeania esekererio.
1439,Health,PSA,Engage in activities that promote mental health awareness and advocacy. This can help create a sense of belonging and purpose.,Sanga amokoro ayare agokinia obomanyi na okorwanerera oborwaria bw'obongo. Eye nabo egokonya gokonya koagacha okoeigwa kwabene na gokonya.
1440,Health,PSA,Communities can come together to support individuals facing both mental health issues and substance use challenges through several strategies,Chiamate nabo chigocha amo ase kobakonya abanto babwate emechando ya afya y'obongo na obokong'u bw'amariogo yogotindi goetera emeroberio emenge.
1441,Health,PSA,"Employers can identify signs of mental health issues in the workplace by observing changes in behavior, such as increased absenteeism, decreased productivity, or withdrawal from colleagues","Abariki chigasi nabo bakonyara komanya ebiorokereri bi’obokong'u bw’oborwaria bw'obongo ase egasi egokoru ase okorora oboonchoreria bw'etabi, buna okoriya emeremo, ogokea kw'emeremo emiya gose kwerusanania korwa ase abokori emeremo bamwabo."
1443,Health,PSA,Ensure there are confidential channels for employees to seek mental health support without fear of retaliation or judgment,Enekia ng'a chinchera chi'ibobisia nchireo ase abakori emeremo korigia obokonyi bw'afya y'obongo batari na obwoba bw'ogoakana egesiomba gose gosibu.
1444,Health,PSA,"Make sure employees are aware of resources available to them, such as Employee Assistance Programs (EAPs), mental health hotlines, or counseling services","Enekia ng'a abakori emeremo mbamanyete chintobokia chiobokonyi chikonyorekana ase bare, buna omoroberio bw'obokonyi ase abakori emeremo (eaps), chisimi chia bwango chi'afya y'obongo gose obokoreri bw'okomanyigwa kwa oboikeranu."
1445,Health,PSA,"As Kenya records rising malaria cases due to climate variability, the just ended World Malaria Day serves as a critical reminder of the need to transform public health initiatives to meet these evolving challenges","Kenya kegendererete korika okomentakana gw’esosera ekorentwa n'obwonchoreria bw'embeo, Rituko Riesosera Ense Engima erio rierete bwango iga nigo rigotumeka buna okoinyora obuya bw'okogania go'onchora emeroberio y'eafya y'abanto bonsi egere enyare korwani amakong'u aya agendererete."
1446,Health,PSA,Communities in Baringo fight back against malaria with local solutions and mosquito nets,Eamate ya Baringo nigo ekorwania esosera goetera chinchera ch'egekoro amo ne chineti.
1447,Health,PSA,Kenya-tested malaria vaccine gets WHO approval,Eriogo ri’esosera erio riatemetwe Kenya riancheranirwe na WHO
1448,Health,PSA,"WHO approves second malaria jab for children, to cost as low as Sh300","WHO yancheranire okoegwa eriogo ria kabere ria esosera ase abana, koba ne rigori ria inse ya sh. 300"
1449,Health,PSA,"Womens mental health can be influenced by hormonal changes related to the menstrual cycle, pregnancy, and menopause. Substance use can disrupt these hormonal balances, potentially intensifying mental health symptoms","Afya y'obongo bwa abakungu nabo bogoturubanigwa na amaonchoreri yo obonyamasi bokobwaterana na okorora erangi, oborito na gotiga korora erangi. Ogotumekwa kwa amariogo yo ogotindi nobo kogoturubani ebirengo abio bio obonyamasi na komenta okororekana koba ne emechando y'eafya y'obongo."
1450,Health,PSA,"Long-term substance use can impair cognitive functions such as memory and decision-making, which can further complicate mental health issues and affect daily functioning",Ogotumeka kwa amariogo y'ogotindi ase chingaki chintambe nabo agosaria okomanya obokori egasi emeremo buna okoinyora na gokora okonacha koramente obokongu bw'eafya y'obongo na gosaria obokori bw'emeremo ya kira rituko.
