PSA_ID,Domain,English,English_sw
EDU_00369,Education,HELB reminds parents in Samburu County that free day secondary education registration is open this August.,
EDU_00370,Education,KICD reminds parents in Kiambu County that free primary education registration is open this March.,
EDU_00371,Education,Universities Fund urges residents of Kisumu County to register their children at the nearest public school to benefit from school feeding programme.,
EDU_00372,Education,Kenya Institute of Curriculum Development urges residents of Nairobi County to apply for the bursary before the deadline to benefit from school feeding programme.,
EDU_00373,Education,Universities Fund reminds parents in Nyandarua County that free primary education registration is open this August.,
EDU_00374,Education,Notice: State Department for TVET announces free day secondary education enrollment dates for schools in Homa Bay County.,
EDU_00375,Education,TSC reminds parents in Makueni County that school feeding programme registration is open this November.,
EDU_00376,Education,HELB urges residents of Machakos County to register their children at the nearest public school to benefit from adult literacy classes.,
EDU_00377,Education,TSC reminds parents in Meru County that free day secondary education registration is open this August.,
EDU_00378,Education,State Department for TVET urges residents of Mombasa County to enroll in the adult literacy programme to benefit from free primary education.,
EDU_00379,Education,Teachers Service Commission encourages out-of-school children in Trans Nzoia County to apply for the bursary before the deadline under bursary allocation.,
EDU_00380,Education,IEBC reminds parents in Kakamega County that bursary allocation registration is open this January.,
EDU_00381,Education,State Department for TVET encourages out-of-school children in Garissa County to apply for the bursary before the deadline under free day secondary education.,
EDU_00382,Education,KUCCPS encourages out-of-school children in Bungoma County to apply for the bursary before the deadline under free primary education.,
EDU_00383,Education,KICD encourages out-of-school children in Laikipia County to enroll in the adult literacy programme under free primary education.,
EDU_00384,Education,KUCCPS encourages out-of-school children in Garissa County to register their children at the nearest public school under free day secondary education.,
EDU_00385,Education,Notice: Universities Fund announces bursary allocation enrollment dates for schools in Kajiado County.,
EDU_00386,Education,KICD reminds parents in Kirinyaga County that school feeding programme registration is open this February.,
EDU_00387,Education,KMTC encourages out-of-school children in Kakamega County to register their children at the nearest public school under free primary education.,
EDU_00388,Education,State Department for TVET urges residents of Kirinyaga County to apply for the bursary before the deadline to benefit from adult literacy classes.,
EDU_00389,Education,Notice: TVET announces adult literacy classes enrollment dates for schools in Elgeyo-Marakwet County.,
EDU_00390,Education,TVET reminds parents in Busia County that bursary allocation registration is open this February.,
EDU_00391,Education,State Department for Basic Education reminds parents in Nyamira County that free day secondary education registration is open this November.,
EDU_00392,Education,State Department for TVET reminds parents in Makueni County that free primary education registration is open this October.,
EDU_00393,Education,KICD encourages out-of-school children in Mombasa County to register their children at the nearest public school under adult literacy classes.,
EDU_00394,Education,Notice: KMTC announces school feeding programme enrollment dates for schools in Homa Bay County.,
EDU_00395,Education,KICD encourages out-of-school children in Tana River County to register their children at the nearest public school under school feeding programme.,
EDU_00396,Education,Notice: Universities Fund announces free day secondary education enrollment dates for schools in Kakamega County.,
EDU_00397,Education,Universities Fund encourages out-of-school children in Marsabit County to apply for the bursary before the deadline under bursary allocation.,
EDU_00398,Education,Kenya Institute of Curriculum Development reminds parents in Nyandarua County that free primary education registration is open this March.,
EDU_00399,Education,Notice: HELB announces free day secondary education enrollment dates for schools in Lamu County.,
EDU_00400,Education,IEBC encourages out-of-school children in Mandera County to apply for the bursary before the deadline under free day secondary education.,
EDU_00401,Education,KUCCPS reminds parents in Meru County that bursary allocation registration is open this February.,
EDU_00402,Education,Universities Fund reminds parents in Nyamira County that bursary allocation registration is open this September.,
EDU_00403,Education,Notice: Teachers Service Commission announces free primary education enrollment dates for schools in Nyandarua County.,
EDU_00404,Education,KMTC urges residents of Bungoma County to apply for the bursary before the deadline to benefit from free day secondary education.,
EDU_00405,Education,Teachers Service Commission urges residents of Narok County to enroll in the adult literacy programme to benefit from free day secondary education.,
EDU_00406,Education,Ministry of Education reminds parents in Uasin Gishu County that bursary allocation registration is open this June.,
EDU_00407,Education,Teachers Service Commission urges residents of Murang'a County to apply for the bursary before the deadline to benefit from bursary allocation.,
EDU_00408,Education,Notice: KNEC announces free day secondary education enrollment dates for schools in Samburu County.,
EDU_00409,Education,Notice: TSC announces free primary education enrollment dates for schools in Kwale County.,
EDU_00410,Education,Notice: Ministry of Education announces school feeding programme enrollment dates for schools in Taita-Taveta County.,
EDU_00411,Education,HELB urges residents of Taita-Taveta County to apply for the bursary before the deadline to benefit from adult literacy classes.,
EDU_00412,Education,TVET encourages out-of-school children in Vihiga County to apply for the bursary before the deadline under free day secondary education.,
EDU_00413,Education,TSC encourages out-of-school children in Nakuru County to apply for the bursary before the deadline under free primary education.,
EDU_00414,Education,HELB reminds parents in Kilifi County that bursary allocation registration is open this June.,
EDU_00415,Education,Ministry of Education encourages out-of-school children in Kakamega County to register their children at the nearest public school under free primary education.,
EDU_00416,Education,Notice: IEBC announces adult literacy classes enrollment dates for schools in Samburu County.,
EDU_00417,Education,State Department for TVET reminds parents in Makueni County that free day secondary education registration is open this September.,
EDU_00418,Education,Notice: HELB announces bursary allocation enrollment dates for schools in Machakos County.,
EDU_00419,Education,Notice: TSC announces bursary allocation enrollment dates for schools in Bomet County.,
EDU_00420,Education,Kenya Institute of Curriculum Development encourages out-of-school children in Homa Bay County to register their children at the nearest public school under free primary education.,
EDU_00421,Education,KNEC encourages out-of-school children in Kitui County to enroll in the adult literacy programme under adult literacy classes.,
EDU_00422,Education,KICD encourages out-of-school children in Siaya County to register their children at the nearest public school under free day secondary education.,
EDU_00423,Education,Teachers Service Commission encourages out-of-school children in Machakos County to register their children at the nearest public school under free day secondary education.,
EDU_00424,Education,KNEC urges residents of Vihiga County to apply for the bursary before the deadline to benefit from bursary allocation.,
EDU_00425,Education,KNEC encourages out-of-school children in Kiambu County to apply for the bursary before the deadline under free primary education.,
EDU_00426,Education,Notice: Universities Fund announces adult literacy classes enrollment dates for schools in Kilifi County.,
EDU_00427,Education,IEBC encourages out-of-school children in Embu County to register their children at the nearest public school under school feeding programme.,
EDU_00428,Education,Notice: State Department for TVET announces adult literacy classes enrollment dates for schools in Kwale County.,
EDU_00429,Education,Kenya Institute of Curriculum Development urges residents of Tana River County to enroll in the adult literacy programme to benefit from school feeding programme.,
EDU_00430,Education,Notice: KMTC announces adult literacy classes enrollment dates for schools in Vihiga County.,
EDU_00431,Education,State Department for TVET encourages out-of-school children in Wajir County to register their children at the nearest public school under free primary education.,
EDU_00432,Education,TVET encourages out-of-school children in Laikipia County to apply for the bursary before the deadline under adult literacy classes.,
EDU_00433,Education,Notice: KNEC announces adult literacy classes enrollment dates for schools in Migori County.,
EDU_00434,Education,State Department for Basic Education encourages out-of-school children in Baringo County to enroll in the adult literacy programme under school feeding programme.,
EDU_00435,Education,KUCCPS encourages out-of-school children in Isiolo County to register their children at the nearest public school under school feeding programme.,
EDU_00436,Education,Notice: Universities Fund announces free primary education enrollment dates for schools in Kiambu County.,
EDU_00437,Education,TVET urges residents of Mombasa County to apply for the bursary before the deadline to benefit from school feeding programme.,
EDU_00438,Education,Universities Fund encourages out-of-school children in Turkana County to register their children at the nearest public school under bursary allocation.,
EDU_00439,Education,State Department for TVET encourages out-of-school children in Nairobi County to register their children at the nearest public school under school feeding programme.,
EDU_00440,Education,TSC encourages out-of-school children in Embu County to apply for the bursary before the deadline under free day secondary education.,
EDU_00441,Education,TVET encourages out-of-school children in West Pokot County to enroll in the adult literacy programme under free primary education.,
EDU_00442,Education,TVET urges residents of Kakamega County to apply for the bursary before the deadline to benefit from free day secondary education.,
EDU_00443,Education,Kenya Institute of Curriculum Development urges residents of Baringo County to enroll in the adult literacy programme to benefit from free day secondary education.,
EDU_00444,Education,TSC encourages out-of-school children in Homa Bay County to apply for the bursary before the deadline under free primary education.,
EDU_00445,Education,State Department for Basic Education urges residents of Wajir County to enroll in the adult literacy programme to benefit from school feeding programme.,
EDU_00446,Education,KUCCPS encourages out-of-school children in Meru County to apply for the bursary before the deadline under free primary education.,
EDU_00447,Education,KNEC urges residents of Tharaka-Nithi County to register their children at the nearest public school to benefit from free day secondary education.,
EDU_00448,Education,Ministry of Education urges residents of Marsabit County to enroll in the adult literacy programme to benefit from school feeding programme.,
EDU_00449,Education,KNEC urges residents of Nyandarua County to apply for the bursary before the deadline to benefit from free primary education.,
EDU_00450,Education,KMTC reminds parents in Samburu County that adult literacy classes registration is open this October.,
EDU_00451,Education,KICD urges residents of Mombasa County to apply for the bursary before the deadline to benefit from school feeding programme.,
EDU_00452,Education,HELB urges residents of Kiambu County to apply for the bursary before the deadline to benefit from school feeding programme.,
EDU_00453,Education,Notice: Teachers Service Commission announces adult literacy classes enrollment dates for schools in Mandera County.,
EDU_00454,Education,KUCCPS reminds parents in Narok County that free day secondary education registration is open this June.,
EDU_00455,Education,IEBC encourages out-of-school children in Tana River County to apply for the bursary before the deadline under bursary allocation.,
EDU_00456,Education,Notice: Universities Fund announces adult literacy classes enrollment dates for schools in Bomet County.,
EDU_00457,Education,Teachers Service Commission encourages out-of-school children in Kiambu County to register their children at the nearest public school under free primary education.,
EDU_00458,Education,KNEC reminds parents in Isiolo County that adult literacy classes registration is open this June.,
EDU_00459,Education,Notice: KUCCPS announces adult literacy classes enrollment dates for schools in Kajiado County.,
EDU_00460,Education,Kenya Institute of Curriculum Development urges residents of Uasin Gishu County to apply for the bursary before the deadline to benefit from free day secondary education.,
EDU_00461,Education,Notice: Teachers Service Commission announces school feeding programme enrollment dates for schools in Kwale County.,
EDU_00462,Education,Universities Fund encourages out-of-school children in Kajiado County to enroll in the adult literacy programme under bursary allocation.,
EDU_00463,Education,Ministry of Education encourages out-of-school children in Migori County to register their children at the nearest public school under free primary education.,
EDU_00464,Education,KUCCPS urges residents of Wajir County to apply for the bursary before the deadline to benefit from free primary education.,
EDU_00465,Education,TSC reminds parents in Busia County that adult literacy classes registration is open this December.,
EDU_00466,Education,State Department for TVET encourages out-of-school children in Embu County to enroll in the adult literacy programme under school feeding programme.,
EDU_00467,Education,Universities Fund urges residents of Laikipia County to apply for the bursary before the deadline to benefit from school feeding programme.,
EDU_00468,Education,Universities Fund urges residents of Nakuru County to apply for the bursary before the deadline to benefit from free primary education.,
EDU_00469,Education,Teachers Service Commission urges residents of Kirinyaga County to apply for the bursary before the deadline to benefit from adult literacy classes.,
EDU_00470,Education,TVET urges residents of Wajir County to apply for the bursary before the deadline to benefit from school feeding programme.,
EDU_00471,Education,Notice: KNEC announces free primary education enrollment dates for schools in Wajir County.,
EDU_00472,Education,HELB urges residents of Meru County to enroll in the adult literacy programme to benefit from school feeding programme.,
EDU_00473,Education,Kenya Institute of Curriculum Development reminds parents in Mombasa County that adult literacy classes registration is open this January.,
EDU_00474,Education,IEBC reminds parents in Kilifi County that school feeding programme registration is open this March.,
EDU_00475,Education,KNEC encourages out-of-school children in Kiambu County to register their children at the nearest public school under free primary education.,
EDU_00476,Education,KUCCPS reminds parents in Migori County that free primary education registration is open this March.,
EDU_00477,Education,IEBC reminds parents in Nakuru County that adult literacy classes registration is open this June.,
EDU_00478,Education,Notice: KNEC announces adult literacy classes enrollment dates for schools in Lamu County.,
EDU_00479,Education,TVET encourages out-of-school children in Mandera County to register their children at the nearest public school under free primary education.,
EDU_00480,Education,Notice: State Department for TVET announces bursary allocation enrollment dates for schools in Uasin Gishu County.,
EDU_00481,Education,Notice: KICD announces adult literacy classes enrollment dates for schools in Kwale County.,
EDU_00482,Education,State Department for TVET urges residents of Migori County to apply for the bursary before the deadline to benefit from school feeding programme.,
EDU_00483,Education,Notice: KNEC announces free day secondary education enrollment dates for schools in Isiolo County.,
EDU_00484,Education,Ministry of Education encourages out-of-school children in Laikipia County to apply for the bursary before the deadline under adult literacy classes.,
EDU_00485,Education,HELB urges residents of Mombasa County to enroll in the adult literacy programme to benefit from adult literacy classes.,
EDU_00486,Education,KUCCPS encourages out-of-school children in Machakos County to register their children at the nearest public school under school feeding programme.,
EDU_00487,Education,Universities Fund encourages out-of-school children in Nyamira County to apply for the bursary before the deadline under free primary education.,
EDU_00488,Education,Teachers Service Commission reminds parents in Taita-Taveta County that adult literacy classes registration is open this May.,
EDU_00489,Education,TVET encourages out-of-school children in Marsabit County to apply for the bursary before the deadline under free day secondary education.,
EDU_00490,Education,TSC encourages out-of-school children in Nyandarua County to apply for the bursary before the deadline under school feeding programme.,
EDU_00491,Education,TVET reminds parents in Siaya County that free primary education registration is open this August.,
EDU_00492,Education,State Department for Basic Education reminds parents in Kilifi County that free primary education registration is open this December.,
EDU_00493,Education,Kenya Institute of Curriculum Development encourages out-of-school children in Bungoma County to register their children at the nearest public school under free day secondary education.,
EDU_00494,Education,State Department for Basic Education urges residents of Lamu County to register their children at the nearest public school to benefit from free day secondary education.,
EDU_00495,Education,KMTC reminds parents in Bomet County that school feeding programme registration is open this March.,
EDU_00496,Education,Notice: KUCCPS announces free day secondary education enrollment dates for schools in Machakos County.,
EDU_00497,Education,KMTC encourages out-of-school children in Mombasa County to enroll in the adult literacy programme under school feeding programme.,
EDU_00498,Education,Teachers Service Commission urges residents of Laikipia County to enroll in the adult literacy programme to benefit from adult literacy classes.,
EDU_00499,Education,TVET urges residents of Garissa County to enroll in the adult literacy programme to benefit from school feeding programme.,
EDU_00500,Education,Notice: State Department for Basic Education announces bursary allocation enrollment dates for schools in Wajir County.,
EDU_00501,Education,Teachers Service Commission urges residents of Bungoma County to register their children at the nearest public school to benefit from bursary allocation.,
EDU_00502,Education,Notice: TVET announces bursary allocation enrollment dates for schools in Isiolo County.,
EDU_00503,Education,Notice: KMTC announces free primary education enrollment dates for schools in Baringo County.,
EDU_00504,Education,Notice: KUCCPS announces bursary allocation enrollment dates for schools in Kirinyaga County.,
EDU_00505,Education,TVET urges residents of Uasin Gishu County to register their children at the nearest public school to benefit from bursary allocation.,
EDU_00506,Education,Notice: TVET announces school feeding programme enrollment dates for schools in Taita-Taveta County.,
EDU_00507,Education,IEBC urges residents of Lamu County to enroll in the adult literacy programme to benefit from adult literacy classes.,
EDU_00508,Education,IEBC encourages out-of-school children in Nandi County to enroll in the adult literacy programme under bursary allocation.,
EDU_00509,Education,Kenya Institute of Curriculum Development encourages out-of-school children in Isiolo County to register their children at the nearest public school under adult literacy classes.,
EDU_00510,Education,Universities Fund encourages out-of-school children in Nakuru County to apply for the bursary before the deadline under school feeding programme.,
EDU_00511,Education,Notice: Kenya Institute of Curriculum Development announces bursary allocation enrollment dates for schools in Wajir County.,
EDU_00512,Education,Notice: HELB announces free primary education enrollment dates for schools in Kajiado County.,
EDU_00513,Education,KICD reminds parents in Nyeri County that adult literacy classes registration is open this March.,
EDU_00514,Education,TVET encourages out-of-school children in Uasin Gishu County to enroll in the adult literacy programme under free primary education.,
EDU_00515,Education,TVET reminds parents in Nyeri County that school feeding programme registration is open this January.,
EDU_00516,Education,State Department for TVET reminds parents in Kisii County that bursary allocation registration is open this June.,
EDU_00517,Education,Kenya Institute of Curriculum Development urges residents of Uasin Gishu County to register their children at the nearest public school to benefit from adult literacy classes.,
EDU_00518,Education,State Department for TVET encourages out-of-school children in Kisii County to register their children at the nearest public school under free day secondary education.,
EDU_00519,Education,Notice: KNEC announces free primary education enrollment dates for schools in Bungoma County.,
EDU_00520,Education,State Department for TVET urges residents of Bungoma County to enroll in the adult literacy programme to benefit from free primary education.,
EDU_00521,Education,IEBC reminds parents in Nyandarua County that free primary education registration is open this November.,
EDU_00522,Education,KICD reminds parents in Kiambu County that bursary allocation registration is open this March.,
EDU_00523,Education,TSC urges residents of Nyamira County to register their children at the nearest public school to benefit from bursary allocation.,
EDU_00524,Education,Notice: State Department for TVET announces free primary education enrollment dates for schools in Kakamega County.,
EDU_00525,Education,Universities Fund reminds parents in Nyandarua County that school feeding programme registration is open this March.,
EDU_00526,Education,HELB urges residents of Kiambu County to enroll in the adult literacy programme to benefit from school feeding programme.,
EDU_00527,Education,Notice: Kenya Institute of Curriculum Development announces free day secondary education enrollment dates for schools in Kirinyaga County.,
EDU_00528,Education,KMTC urges residents of Kisumu County to apply for the bursary before the deadline to benefit from school feeding programme.,
EDU_00529,Education,IEBC encourages out-of-school children in Laikipia County to apply for the bursary before the deadline under free primary education.,
EDU_00530,Education,KMTC urges residents of Bungoma County to register their children at the nearest public school to benefit from free day secondary education.,
EDU_00531,Education,Teachers Service Commission encourages out-of-school children in Isiolo County to apply for the bursary before the deadline under adult literacy classes.,
EDU_00532,Education,State Department for TVET urges residents of Murang'a County to enroll in the adult literacy programme to benefit from free primary education.,
EDU_00533,Education,KUCCPS urges residents of Bungoma County to enroll in the adult literacy programme to benefit from free primary education.,
EDU_00534,Education,IEBC reminds parents in Siaya County that bursary allocation registration is open this January.,
EDU_00535,Education,Notice: KNEC announces school feeding programme enrollment dates for schools in Marsabit County.,
EDU_00536,Education,HELB encourages out-of-school children in Nyamira County to apply for the bursary before the deadline under adult literacy classes.,
EDU_00537,Education,IEBC reminds parents in Nyeri County that free day secondary education registration is open this March.,
EDU_00538,Education,State Department for TVET reminds parents in Busia County that school feeding programme registration is open this August.,
EDU_00539,Education,IEBC urges residents of Nyamira County to enroll in the adult literacy programme to benefit from free primary education.,
EDU_00540,Education,Kenya Institute of Curriculum Development encourages out-of-school children in West Pokot County to register their children at the nearest public school under school feeding programme.,
EDU_00541,Education,KNEC urges residents of Kitui County to apply for the bursary before the deadline to benefit from school feeding programme.,
EDU_00542,Education,KNEC reminds parents in Murang'a County that school feeding programme registration is open this April.,
EDU_00543,Education,Teachers Service Commission urges residents of Kisii County to enroll in the adult literacy programme to benefit from free day secondary education.,
EDU_00544,Education,Universities Fund encourages out-of-school children in Kisii County to apply for the bursary before the deadline under adult literacy classes.,
EDU_00545,Education,HELB urges residents of Narok County to register their children at the nearest public school to benefit from free day secondary education.,
EDU_00546,Education,Kenya Institute of Curriculum Development reminds parents in Kitui County that adult literacy classes registration is open this May.,
EDU_00547,Education,KICD urges residents of Migori County to register their children at the nearest public school to benefit from free primary education.,
EDU_00548,Education,State Department for TVET urges residents of Kirinyaga County to register their children at the nearest public school to benefit from free day secondary education.,
EDU_00549,Education,Notice: Teachers Service Commission announces free primary education enrollment dates for schools in Laikipia County.,
EDU_00550,Education,Notice: HELB announces free day secondary education enrollment dates for schools in Nyamira County.,
EDU_00551,Education,HELB reminds parents in Kitui County that free primary education registration is open this June.,
EDU_00552,Education,Notice: TSC announces free day secondary education enrollment dates for schools in Trans Nzoia County.,
EDU_00553,Education,KMTC urges residents of Mandera County to register their children at the nearest public school to benefit from free primary education.,
EDU_00554,Education,IEBC encourages out-of-school children in Taita-Taveta County to apply for the bursary before the deadline under adult literacy classes.,
EDU_00555,Education,Ministry of Education encourages out-of-school children in Vihiga County to apply for the bursary before the deadline under free primary education.,
EDU_00556,Education,KUCCPS urges residents of Kisumu County to apply for the bursary before the deadline to benefit from adult literacy classes.,
EDU_00557,Education,KNEC encourages out-of-school children in Lamu County to enroll in the adult literacy programme under school feeding programme.,
EDU_00558,Education,State Department for Basic Education urges residents of West Pokot County to apply for the bursary before the deadline to benefit from free day secondary education.,
EDU_00559,Education,Universities Fund urges residents of Kilifi County to register their children at the nearest public school to benefit from school feeding programme.,
EDU_00560,Education,KMTC reminds parents in Machakos County that adult literacy classes registration is open this December.,
EDU_00561,Education,State Department for Basic Education reminds parents in Nyamira County that free day secondary education registration is open this December.,
EDU_00562,Education,Notice: TVET announces school feeding programme enrollment dates for schools in Makueni County.,
EDU_00563,Education,TSC encourages out-of-school children in Kiambu County to apply for the bursary before the deadline under bursary allocation.,
EDU_00564,Education,KUCCPS urges residents of Narok County to apply for the bursary before the deadline to benefit from free day secondary education.,
EDU_00565,Education,HELB encourages out-of-school children in Kwale County to enroll in the adult literacy programme under free primary education.,
EDU_00566,Education,KUCCPS encourages out-of-school children in Lamu County to enroll in the adult literacy programme under school feeding programme.,
EDU_00567,Education,Notice: IEBC announces adult literacy classes enrollment dates for schools in Elgeyo-Marakwet County.,
EDU_00568,Education,Ministry of Education urges residents of Mombasa County to register their children at the nearest public school to benefit from bursary allocation.,
EDU_00569,Education,Notice: Ministry of Education announces free primary education enrollment dates for schools in Nyeri County.,
EDU_00570,Education,Notice: TVET announces bursary allocation enrollment dates for schools in Bomet County.,
EDU_00571,Education,Notice: KICD announces school feeding programme enrollment dates for schools in Kisumu County.,
EDU_00572,Education,Kenya Institute of Curriculum Development encourages out-of-school children in Lamu County to enroll in the adult literacy programme under free day secondary education.,
EDU_00573,Education,IEBC urges residents of Elgeyo-Marakwet County to register their children at the nearest public school to benefit from school feeding programme.,
EDU_00574,Education,TSC reminds parents in Kilifi County that adult literacy classes registration is open this February.,
EDU_00575,Education,IEBC encourages out-of-school children in Garissa County to enroll in the adult literacy programme under free day secondary education.,
EDU_00576,Education,Kenya Institute of Curriculum Development urges residents of Narok County to enroll in the adult literacy programme to benefit from school feeding programme.,
EDU_00577,Education,Universities Fund reminds parents in Bungoma County that free primary education registration is open this April.,
EDU_00578,Education,Notice: Teachers Service Commission announces free primary education enrollment dates for schools in Trans Nzoia County.,
EDU_00579,Education,HELB encourages out-of-school children in Bomet County to apply for the bursary before the deadline under free primary education.,
EDU_00580,Education,IEBC encourages out-of-school children in Kericho County to register their children at the nearest public school under adult literacy classes.,
EDU_00581,Education,Notice: State Department for TVET announces adult literacy classes enrollment dates for schools in Bungoma County.,
EDU_00582,Education,Teachers Service Commission encourages out-of-school children in Bomet County to apply for the bursary before the deadline under free day secondary education.,
EDU_00583,Education,KUCCPS encourages out-of-school children in Kajiado County to apply for the bursary before the deadline under free primary education.,
EDU_00584,Education,IEBC urges residents of Nakuru County to enroll in the adult literacy programme to benefit from free primary education.,
EDU_00585,Education,KICD reminds parents in Homa Bay County that bursary allocation registration is open this May.,
EDU_00586,Education,KICD urges residents of Tharaka-Nithi County to apply for the bursary before the deadline to benefit from free day secondary education.,
EDU_00587,Education,KNEC encourages out-of-school children in Kwale County to register their children at the nearest public school under school feeding programme.,
EDU_00588,Education,Universities Fund reminds parents in Kitui County that bursary allocation registration is open this January.,
EDU_00589,Education,Universities Fund encourages out-of-school children in Bungoma County to apply for the bursary before the deadline under school feeding programme.,
EDU_00590,Education,KICD reminds parents in Makueni County that adult literacy classes registration is open this June.,
EDU_00591,Education,State Department for TVET urges residents of Baringo County to apply for the bursary before the deadline to benefit from adult literacy classes.,
EDU_00592,Education,KNEC encourages out-of-school children in Kakamega County to apply for the bursary before the deadline under bursary allocation.,
EDU_00593,Education,Kenya Institute of Curriculum Development encourages out-of-school children in West Pokot County to apply for the bursary before the deadline under school feeding programme.,
EDU_00594,Education,TSC encourages out-of-school children in Taita-Taveta County to apply for the bursary before the deadline under adult literacy classes.,
EDU_00595,Education,Ministry of Education encourages out-of-school children in Turkana County to apply for the bursary before the deadline under school feeding programme.,
EDU_00596,Education,HELB encourages out-of-school children in Kirinyaga County to enroll in the adult literacy programme under free primary education.,
EDU_00597,Education,KICD reminds parents in Kisumu County that free day secondary education registration is open this August.,
EDU_00598,Education,Ministry of Education urges residents of Nairobi County to apply for the bursary before the deadline to benefit from free day secondary education.,
EDU_00599,Education,Notice: State Department for TVET announces free day secondary education enrollment dates for schools in Kiambu County.,
EDU_00600,Education,IEBC encourages out-of-school children in Laikipia County to register their children at the nearest public school under free day secondary education.,
EDU_00601,Education,TSC advises applicants in Samburu County to register before the intake closes for the upcoming intake.,
EDU_00602,Education,TSC reminds youth in Vihiga County that HELB funding is available for motor vehicle mechanics training.,
EDU_00603,Education,State Department for Basic Education invites youth in Nyeri County to enroll for motor vehicle mechanics training this September.,
EDU_00604,Education,Ministry of Education advises applicants in Garissa County to visit the nearest vocational training centre for the upcoming intake.,
EDU_00605,Education,KUCCPS invites youth in West Pokot County to enroll for catering and hospitality training this May.,
EDU_00606,Education,Notice: Ministry of Education opens a new catering and hospitality programme at the vocational centre in Homa Bay County.,
EDU_00607,Education,Notice: TVET opens a new welding and fabrication programme at the vocational centre in Kilifi County.,
EDU_00608,Education,KICD invites youth in Kakamega County to enroll for ICT skills training this October.,
EDU_00609,Education,TVET advises applicants in Nakuru County to register before the intake closes for the upcoming intake.,
EDU_00610,Education,HELB reminds youth in Kajiado County that HELB funding is available for motor vehicle mechanics training.,
EDU_00611,Education,KNEC advises applicants in Samburu County to visit the nearest vocational training centre for the upcoming intake.,
EDU_00612,Education,Ministry of Education advises applicants in Tharaka-Nithi County to apply for TVET placement through KUCCPS for the upcoming intake.,
EDU_00613,Education,Teachers Service Commission advises applicants in Homa Bay County to apply for TVET placement through KUCCPS for the upcoming intake.,
EDU_00614,Education,TVET invites youth in Taita-Taveta County to enroll for tailoring and design training this May.,
EDU_00615,Education,Notice: KUCCPS opens a new ICT skills programme at the vocational centre in Busia County.,
EDU_00616,Education,Ministry of Education advises applicants in Nakuru County to register before the intake closes for the upcoming intake.,
EDU_00617,Education,Notice: TSC opens a new ICT skills programme at the vocational centre in Nandi County.,
EDU_00618,Education,State Department for Basic Education reminds youth in Nyandarua County that HELB funding is available for motor vehicle mechanics training.,
EDU_00619,Education,Universities Fund advises applicants in Busia County to register before the intake closes for the upcoming intake.,
EDU_00620,Education,State Department for Basic Education advises applicants in Garissa County to register before the intake closes for the upcoming intake.,
EDU_00621,Education,KUCCPS reminds youth in Marsabit County that HELB funding is available for tailoring and design training.,
EDU_00622,Education,Teachers Service Commission reminds youth in Murang'a County that HELB funding is available for motor vehicle mechanics training.,
EDU_00623,Education,Ministry of Education invites youth in Isiolo County to enroll for tailoring and design training this March.,
EDU_00624,Education,KUCCPS invites youth in Kitui County to enroll for electrical installation training this May.,
EDU_00625,Education,Notice: State Department for TVET opens a new electrical installation programme at the vocational centre in Baringo County.,
EDU_00626,Education,State Department for Basic Education advises applicants in Taita-Taveta County to visit the nearest vocational training centre for the upcoming intake.,
EDU_00627,Education,KMTC invites youth in Makueni County to enroll for ICT skills training this February.,
EDU_00628,Education,Teachers Service Commission advises applicants in Narok County to visit the nearest vocational training centre for the upcoming intake.,
EDU_00629,Education,State Department for TVET invites youth in Trans Nzoia County to enroll for electrical installation training this July.,
EDU_00630,Education,KMTC invites youth in Meru County to enroll for ICT skills training this April.,
EDU_00631,Education,Kenya Institute of Curriculum Development advises applicants in Kajiado County to visit the nearest vocational training centre for the upcoming intake.,
EDU_00632,Education,Notice: Kenya Institute of Curriculum Development opens a new electrical installation programme at the vocational centre in Siaya County.,
EDU_00633,Education,Teachers Service Commission reminds youth in Tharaka-Nithi County that HELB funding is available for electrical installation training.,
EDU_00634,Education,Notice: KUCCPS opens a new ICT skills programme at the vocational centre in Laikipia County.,
EDU_00635,Education,Notice: KMTC opens a new catering and hospitality programme at the vocational centre in Bomet County.,
EDU_00636,Education,Notice: KUCCPS opens a new tailoring and design programme at the vocational centre in Mombasa County.,
EDU_00637,Education,Notice: IEBC opens a new catering and hospitality programme at the vocational centre in Bomet County.,
EDU_00638,Education,HELB reminds youth in Nairobi County that HELB funding is available for tailoring and design training.,
EDU_00639,Education,HELB reminds youth in Baringo County that HELB funding is available for catering and hospitality training.,
EDU_00640,Education,Notice: Ministry of Education opens a new electrical installation programme at the vocational centre in Kitui County.,
EDU_00641,Education,IEBC invites youth in Marsabit County to enroll for welding and fabrication training this July.,
EDU_00642,Education,KICD reminds youth in Vihiga County that HELB funding is available for catering and hospitality training.,
EDU_00643,Education,TVET invites youth in Machakos County to enroll for ICT skills training this November.,
EDU_00644,Education,Ministry of Education reminds youth in Samburu County that HELB funding is available for electrical installation training.,
EDU_00645,Education,Notice: Kenya Institute of Curriculum Development opens a new ICT skills programme at the vocational centre in Taita-Taveta County.,
EDU_00646,Education,KMTC invites youth in Garissa County to enroll for ICT skills training this October.,
EDU_00647,Education,IEBC advises applicants in Murang'a County to register before the intake closes for the upcoming intake.,
EDU_00648,Education,KNEC advises applicants in Nairobi County to visit the nearest vocational training centre for the upcoming intake.,
EDU_00649,Education,KNEC advises applicants in Lamu County to apply for TVET placement through KUCCPS for the upcoming intake.,
EDU_00650,Education,Notice: TSC opens a new tailoring and design programme at the vocational centre in Nyandarua County.,
